career_field,current_education_level,budget_constraint,timeline_urgency,years_of_experience,gpa_percentile,research_experience_months,project_portfolio_count,viability_score
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,1.0,0.1006480312372005,9.0,0.0,0.1249861237447173
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,2.0,0.3329326167052804,2.0,0.0,0.1357825229881441
ML Engineer,Bootcamp Graduate,Very Limited,Soon,0.0,0.2895936959044438,11.0,1.0,0.0784645904731266
ML Engineer,Bachelor in Psychology,Limited,Soon,1.0,0.2626873143241548,11.0,0.0,0.113202003762343
Data Scientist,Bachelor in Psychology,Limited,Soon,2.0,0.2379878858479437,6.0,1.0,0.1241673929471218
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.1727726603425425,9.0,0.0,0.1551666410622874
Software Engineer,Bootcamp Graduate,Very Limited,Soon,0.0,0.2588939745190131,6.0,1.0,0.2083238723846448
Data Scientist,Bootcamp Graduate,Limited,Soon,0.0,0.2034271418819107,9.0,0.0,0.0879218332774389
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,0.0,0.2005936423778863,2.0,0.0,0.0685507585315773
Data Scientist,Bootcamp Graduate,Limited,Soon,1.0,0.3506098547096746,11.0,0.0,0.1379138321827075
Data Scientist,Bachelor in Psychology,Limited,Urgent,2.0,0.1056223475966596,3.0,1.0,0.2276619932961822
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,0.0,0.3846866416542718,6.0,1.0,0.1968866377495978
Software Engineer,Bachelor in Humanities,Limited,Urgent,1.0,0.239319941746298,1.0,0.0,0.2288422618555399
Data Scientist,Bachelor in Psychology,Limited,Urgent,1.0,0.204219698883717,3.0,1.0,0.1232304014471734
ML Engineer,Bachelor in Humanities,Limited,Soon,0.0,0.1169887644552873,2.0,0.0,0.2342538791388272
Data Scientist,Bachelor in Humanities,Very Limited,Soon,1.0,0.1223206284813466,11.0,1.0,0.1644913331359762
Software Engineer,Bootcamp Graduate,Very Limited,Urgent,1.0,0.2566304224501553,3.0,1.0,0.195722288334546
Software Engineer,Bootcamp Graduate,Limited,Soon,1.0,0.3942650486123624,2.0,0.0,0.0898050598866054
Software Engineer,Bootcamp Graduate,Limited,Urgent,2.0,0.3019839522401727,3.0,0.0,0.0675713951483381
Data Scientist,Bachelor in Psychology,Limited,Soon,2.0,0.3188795374705798,1.0,1.0,0.2254121365171994
Data Scientist,Bachelor in Psychology,Limited,Urgent,2.0,0.3806082872286358,8.0,0.0,0.1580225885607468
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,2.0,0.3623077854795797,0.0,1.0,0.1964686441298013
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,0.0,0.3288554935917291,6.0,0.0,0.0841762938476572
Software Engineer,Bootcamp Graduate,Very Limited,Soon,1.0,0.2225029730515476,7.0,1.0,0.1908847080095514
Software Engineer,Bootcamp Graduate,Very Limited,Soon,0.0,0.1780669867778725,10.0,1.0,0.1917254204104625
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,0.0,0.3954443988422855,1.0,0.0,0.229573957765472
Data Scientist,Bootcamp Graduate,Limited,Soon,1.0,0.1953062808241304,6.0,1.0,0.1166968083538976
Software Engineer,Bachelor in Psychology,Limited,Soon,2.0,0.1413419147801327,5.0,1.0,0.1047727439283778
Software Engineer,Bachelor in Psychology,Limited,Urgent,1.0,0.278056035563443,11.0,1.0,0.0539070693979021
Software Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.2191513288611371,9.0,0.0,0.2173659687188323
Software Engineer,Bachelor in Humanities,Very Limited,Urgent,1.0,0.2783938730871726,1.0,0.0,0.0997975001731009
Data Scientist,Bootcamp Graduate,Limited,Urgent,2.0,0.3840127170157962,10.0,1.0,0.2053433521217768
Software Engineer,Bootcamp Graduate,Very Limited,Soon,2.0,0.3619613319318053,8.0,1.0,0.2160830481709852
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,0.0,0.2965728996012783,11.0,1.0,0.1482851660161913
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,2.0,0.1867219707994819,6.0,1.0,0.1536096029405157
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,0.0,0.3863317409679417,5.0,1.0,0.0840185396697373
ML Engineer,Bootcamp Graduate,Very Limited,Soon,0.0,0.227314323693461,6.0,1.0,0.106063837090811
Data Scientist,Bachelor in Psychology,Limited,Urgent,2.0,0.2159674506128893,2.0,0.0,0.1542231088535504
ML Engineer,Bootcamp Graduate,Limited,Soon,1.0,0.116182086521937,4.0,1.0,0.0620235475169676
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,2.0,0.2566238436455919,3.0,0.0,0.076821453554211
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,0.0,0.1910751489806125,4.0,1.0,0.1504927518761462
Data Scientist,Bachelor in Humanities,Very Limited,Urgent,0.0,0.3252337726476397,4.0,1.0,0.2013860866364495
Data Scientist,Bootcamp Graduate,Very Limited,Soon,0.0,0.1528075621603611,3.0,0.0,0.2334350522494738
Data Scientist,Bachelor in Psychology,Limited,Soon,1.0,0.3636894162165828,4.0,0.0,0.2045979993631769
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,1.0,0.1029043255838948,2.0,0.0,0.1834644989553386
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,2.0,0.3249986381172661,0.0,1.0,0.1248740879214874
Data Scientist,Bachelor in Psychology,Limited,Soon,1.0,0.1448007984301799,10.0,0.0,0.2072394205938265
Software Engineer,Bootcamp Graduate,Very Limited,Soon,0.0,0.1468870842945523,2.0,1.0,0.2000296070340329
ML Engineer,Bachelor in Psychology,Limited,Urgent,1.0,0.1964215000528476,2.0,0.0,0.0654362534441474
Data Scientist,Bootcamp Graduate,Limited,Soon,2.0,0.3383294303707065,9.0,0.0,0.1471273986155372
Data Scientist,Bootcamp Graduate,Very Limited,Soon,1.0,0.1613833771900355,2.0,0.0,0.1749916418455491
Software Engineer,Bachelor in Humanities,Limited,Urgent,2.0,0.3059558376173386,9.0,0.0,0.081462993645995
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,0.0,0.2415349738979235,11.0,1.0,0.20111987353453
ML Engineer,Bachelor in Psychology,Limited,Soon,0.0,0.2248237244916057,9.0,0.0,0.1393444248348009
ML Engineer,Bootcamp Graduate,Very Limited,Soon,2.0,0.3687061022966835,6.0,0.0,0.1339920424452384
ML Engineer,Bootcamp Graduate,Very Limited,Soon,1.0,0.2905852149937611,3.0,0.0,0.1219972689460385
Software Engineer,Bachelor in Psychology,Limited,Soon,2.0,0.1484103168863106,4.0,1.0,0.1481669711893966
ML Engineer,Bachelor in Psychology,Limited,Urgent,1.0,0.3446269879143253,9.0,0.0,0.0887095518149941
Software Engineer,Bootcamp Graduate,Very Limited,Urgent,2.0,0.1228090322911979,7.0,1.0,0.0608405327008785
Software Engineer,Bootcamp Graduate,Limited,Soon,1.0,0.2501741019017357,4.0,0.0,0.2264785472753742
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,2.0,0.1354347779476798,4.0,0.0,0.1093074545972032
Data Scientist,Bachelor in Psychology,Limited,Soon,0.0,0.3744425977760452,8.0,1.0,0.1887081374607533
Software Engineer,Bootcamp Graduate,Limited,Soon,0.0,0.1692433782932076,0.0,1.0,0.094380518724807
Data Scientist,Bachelor in Psychology,Limited,Urgent,2.0,0.1722678008235192,3.0,0.0,0.2104209271721833
Software Engineer,Bootcamp Graduate,Limited,Urgent,2.0,0.2228302806856806,2.0,0.0,0.209007359872579
ML Engineer,Bootcamp Graduate,Very Limited,Soon,0.0,0.1077002448223897,11.0,0.0,0.2123745676039483
Data Scientist,Bootcamp Graduate,Limited,Soon,2.0,0.106307226061875,6.0,0.0,0.1785022845648146
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,2.0,0.2614631718022587,4.0,1.0,0.1131756532805222
Software Engineer,Bachelor in Humanities,Limited,Soon,2.0,0.2233433358551512,7.0,0.0,0.099116026573147
ML Engineer,Bachelor in Humanities,Very Limited,Soon,1.0,0.1838410036118291,5.0,1.0,0.0725471086947931
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,2.0,0.1525281678548792,9.0,1.0,0.1932526523586423
Data Scientist,Bootcamp Graduate,Limited,Urgent,0.0,0.209719934339268,10.0,1.0,0.1785338385051443
ML Engineer,Bachelor in Psychology,Very Limited,Soon,1.0,0.2907628926323056,5.0,1.0,0.0536106765816051
Data Scientist,Bootcamp Graduate,Very Limited,Soon,0.0,0.1226545594184674,9.0,0.0,0.1672675246629242
ML Engineer,Bootcamp Graduate,Limited,Soon,2.0,0.2642401950317607,2.0,1.0,0.1381748632406916
Data Scientist,Bootcamp Graduate,Very Limited,Soon,1.0,0.2320569391335066,11.0,1.0,0.0704640755022572
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.3860270629979807,0.0,0.0,0.1019282467752981
ML Engineer,Bachelor in Psychology,Limited,Urgent,0.0,0.1798868843769442,7.0,0.0,0.1017307329580777
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.1607869159996375,6.0,1.0,0.10769768207659
ML Engineer,Bachelor in Humanities,Limited,Urgent,0.0,0.2366849892526477,11.0,0.0,0.1942431181112296
Data Scientist,Bootcamp Graduate,Very Limited,Soon,2.0,0.1126384058881893,7.0,1.0,0.168329239344899
ML Engineer,Bachelor in Psychology,Limited,Urgent,2.0,0.3314227035529543,10.0,1.0,0.063313672880216
Software Engineer,Bootcamp Graduate,Very Limited,Soon,1.0,0.1778304177835863,7.0,0.0,0.1116701480280309
Data Scientist,Bootcamp Graduate,Limited,Urgent,0.0,0.1663786062684727,8.0,1.0,0.2494412661495715
ML Engineer,Bachelor in Psychology,Limited,Soon,2.0,0.3229993087946869,5.0,1.0,0.1685451099447877
ML Engineer,Bootcamp Graduate,Very Limited,Soon,2.0,0.2738584612770527,3.0,1.0,0.2204300167224319
Software Engineer,Bachelor in Humanities,Limited,Soon,0.0,0.1344998579979472,3.0,1.0,0.064882905307188
Data Scientist,Bachelor in Psychology,Very Limited,Soon,1.0,0.1521678720367001,3.0,0.0,0.2296853307978105
ML Engineer,Bachelor in Psychology,Limited,Soon,2.0,0.3068809858608887,4.0,0.0,0.1990538050067057
ML Engineer,Bootcamp Graduate,Very Limited,Soon,1.0,0.382467920351199,1.0,0.0,0.170247449212242
ML Engineer,Bachelor in Psychology,Limited,Soon,0.0,0.2430062024282855,6.0,0.0,0.0712994174090057
Data Scientist,Bachelor in Psychology,Limited,Urgent,0.0,0.3366986360952512,5.0,1.0,0.0733833709236778
Data Scientist,Bachelor in Humanities,Very Limited,Soon,0.0,0.2715302014063141,2.0,0.0,0.1273135937926331
Data Scientist,Bachelor in Humanities,Very Limited,Urgent,2.0,0.3667421482270248,6.0,1.0,0.2355291556414509
Software Engineer,Bootcamp Graduate,Limited,Urgent,1.0,0.1441402540433777,10.0,0.0,0.1633675662670933
Software Engineer,Bachelor in Humanities,Very Limited,Soon,1.0,0.2068303147073778,6.0,0.0,0.2478378867147139
ML Engineer,Bachelor in Humanities,Very Limited,Soon,2.0,0.3877912373335676,5.0,0.0,0.2325053004944532
Data Scientist,Bachelor in Psychology,Limited,Soon,2.0,0.1217103837265231,1.0,1.0,0.2039606945964049
Software Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.3610551057917204,4.0,0.0,0.2173884066919895
ML Engineer,Bachelor in Psychology,Limited,Soon,2.0,0.3192710605512183,3.0,1.0,0.2306149800717427
ML Engineer,Bachelor in Humanities,Limited,Urgent,2.0,0.1409356972365641,9.0,0.0,0.1500729152887574
Software Engineer,Bachelor in Humanities,Limited,Urgent,1.0,0.399056844085207,0.0,1.0,0.0549666474571953
Data Scientist,Bachelor in Psychology,Limited,Urgent,2.0,0.1767182855401579,10.0,1.0,0.0696143533396481
ML Engineer,Bachelor in Psychology,Limited,Soon,1.0,0.3886545079694843,4.0,0.0,0.093203515587843
Software Engineer,Bootcamp Graduate,Very Limited,Urgent,1.0,0.1121323559835724,8.0,1.0,0.1026789862236705
Data Scientist,Bachelor in Psychology,Limited,Urgent,2.0,0.367425502975788,11.0,0.0,0.2387808560030163
Software Engineer,Bootcamp Graduate,Very Limited,Soon,0.0,0.2824498340510438,3.0,1.0,0.2200272567659212
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,0.0,0.2293401034751968,4.0,1.0,0.1988260872737288
Software Engineer,Bootcamp Graduate,Limited,Soon,0.0,0.1823455522013577,0.0,1.0,0.0970419851806899
Software Engineer,Bachelor in Humanities,Limited,Soon,0.0,0.2591638118180549,10.0,0.0,0.151494401296955
ML Engineer,Bachelor in Humanities,Very Limited,Soon,1.0,0.3223785399098361,6.0,1.0,0.1255137370295504
ML Engineer,Bootcamp Graduate,Limited,Urgent,0.0,0.2326304048910989,3.0,1.0,0.1329327501893764
ML Engineer,Bachelor in Humanities,Limited,Urgent,0.0,0.2869148500240038,0.0,0.0,0.2115837403304986
Software Engineer,Bootcamp Graduate,Very Limited,Urgent,2.0,0.1261035177422028,8.0,0.0,0.1622628040657711
Data Scientist,Bootcamp Graduate,Limited,Urgent,0.0,0.2272163355111842,8.0,0.0,0.0766827245548156
Data Scientist,Bachelor in Psychology,Limited,Urgent,2.0,0.2352409785277434,9.0,1.0,0.1812955967660484
ML Engineer,Bachelor in Psychology,Limited,Soon,2.0,0.3257429176636995,3.0,1.0,0.1041833731780969
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,2.0,0.1359502548365906,9.0,1.0,0.2066991181962699
ML Engineer,Bootcamp Graduate,Limited,Urgent,0.0,0.3066136182028373,0.0,0.0,0.1671292654180928
Data Scientist,Bachelor in Humanities,Very Limited,Soon,0.0,0.3733844012276852,4.0,0.0,0.083857825800655
Data Scientist,Bachelor in Psychology,Very Limited,Soon,0.0,0.3992362501402802,6.0,0.0,0.1507850707649665
Data Scientist,Bachelor in Psychology,Limited,Soon,2.0,0.2132732044949377,7.0,0.0,0.2488408423844696
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,0.0,0.246899830213617,6.0,0.0,0.1831053930872682
ML Engineer,Bachelor in Psychology,Very Limited,Soon,1.0,0.2490452434430711,4.0,0.0,0.230086645488282
Software Engineer,Bootcamp Graduate,Limited,Soon,0.0,0.1770879492374695,9.0,1.0,0.141098041656616
Software Engineer,Bootcamp Graduate,Very Limited,Soon,2.0,0.2224437435152403,9.0,1.0,0.1723858323830456
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,2.0,0.2080434918394883,2.0,0.0,0.0691212568278415
Software Engineer,Bachelor in Psychology,Limited,Urgent,1.0,0.3587388770596705,8.0,0.0,0.0613964907020904
Data Scientist,Bootcamp Graduate,Very Limited,Soon,2.0,0.1463839732059501,11.0,1.0,0.1667725606257172
Software Engineer,Bachelor in Humanities,Very Limited,Urgent,2.0,0.1004267454226386,10.0,0.0,0.1179890929450707
ML Engineer,Bachelor in Humanities,Limited,Urgent,2.0,0.1747252557199847,11.0,0.0,0.0890883241348086
Data Scientist,Bootcamp Graduate,Very Limited,Soon,0.0,0.1375677798799701,9.0,0.0,0.0548796746682498
Data Scientist,Bootcamp Graduate,Very Limited,Soon,0.0,0.30134870599228,7.0,1.0,0.2231954634085888
Software Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.3904473850634924,8.0,0.0,0.2446233372018764
Data Scientist,Bachelor in Humanities,Limited,Urgent,2.0,0.285834611356991,10.0,1.0,0.0671721181252534
ML Engineer,Bachelor in Humanities,Limited,Urgent,2.0,0.3803739591645885,6.0,1.0,0.1306252136125
Software Engineer,Bootcamp Graduate,Limited,Urgent,1.0,0.1666014505757432,10.0,0.0,0.0859314591205284
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,2.0,0.2739121717293681,8.0,1.0,0.1424468345696892
ML Engineer,Bootcamp Graduate,Very Limited,Soon,2.0,0.3444716491014917,10.0,1.0,0.2298550463235431
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,1.0,0.2170232939742792,1.0,1.0,0.2385058490530261
ML Engineer,Bachelor in Humanities,Very Limited,Soon,1.0,0.1892540502776115,10.0,1.0,0.0754900241963494
Data Scientist,Bachelor in Psychology,Very Limited,Soon,1.0,0.1346572036923233,3.0,0.0,0.1214037288177082
Data Scientist,Bachelor in Humanities,Very Limited,Soon,2.0,0.1611017558535224,4.0,0.0,0.1787744128128216
Data Scientist,Bachelor in Psychology,Limited,Urgent,1.0,0.1591386254934106,3.0,1.0,0.0815295325895653
Software Engineer,Bachelor in Humanities,Very Limited,Soon,0.0,0.3635162998757939,8.0,0.0,0.1479079370504606
ML Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.3831658890203663,4.0,1.0,0.1431949716556822
Software Engineer,Bachelor in Psychology,Limited,Soon,2.0,0.1932976291421229,10.0,1.0,0.2455693291490067
Data Scientist,Bootcamp Graduate,Limited,Soon,1.0,0.157847145179004,9.0,0.0,0.1712095898548033
Software Engineer,Bachelor in Psychology,Limited,Soon,0.0,0.2434819157944175,0.0,1.0,0.0990272872504537
ML Engineer,Bachelor in Humanities,Limited,Urgent,0.0,0.1481509383797243,5.0,0.0,0.0747156191260777
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,2.0,0.1823289270945493,7.0,0.0,0.092041365410469
ML Engineer,Bootcamp Graduate,Limited,Urgent,1.0,0.1759306765794688,4.0,0.0,0.1427243944801119
Software Engineer,Bootcamp Graduate,Very Limited,Urgent,2.0,0.1786730634493538,10.0,1.0,0.2337190262201814
Data Scientist,Bootcamp Graduate,Limited,Soon,0.0,0.1930026893709762,5.0,1.0,0.1969734933938266
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,0.0,0.2582409346163548,10.0,1.0,0.0636498074469722
ML Engineer,Bootcamp Graduate,Very Limited,Soon,0.0,0.3248985950375125,5.0,0.0,0.1523175524533561
Data Scientist,Bachelor in Humanities,Very Limited,Urgent,2.0,0.1376472754369964,8.0,1.0,0.1346387613007026
Data Scientist,Bachelor in Humanities,Very Limited,Soon,2.0,0.3920985801297548,10.0,1.0,0.1978063086226252
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,2.0,0.343403890473311,10.0,0.0,0.2324231263845634
Data Scientist,Bachelor in Humanities,Limited,Soon,0.0,0.1434302508221685,11.0,1.0,0.1115085057105496
Data Scientist,Bachelor in Humanities,Limited,Urgent,2.0,0.163710768439797,6.0,1.0,0.0983892473176231
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.2758516180398392,0.0,0.0,0.2416525854372273
Software Engineer,Bachelor in Psychology,Very Limited,Soon,1.0,0.1235008663741814,4.0,1.0,0.235351756940157
Data Scientist,Bachelor in Psychology,Very Limited,Soon,1.0,0.1248665413435966,2.0,0.0,0.1053953731923702
Software Engineer,Bachelor in Humanities,Very Limited,Soon,0.0,0.2143815468835744,6.0,1.0,0.1868831271629434
Software Engineer,Bootcamp Graduate,Very Limited,Urgent,1.0,0.3714324224499349,0.0,1.0,0.0807974182203511
ML Engineer,Bachelor in Psychology,Limited,Urgent,2.0,0.2119521075492867,4.0,1.0,0.2175555184931126
Software Engineer,Bachelor in Psychology,Limited,Soon,2.0,0.1967460615415283,0.0,1.0,0.0678811762398415
Software Engineer,Bachelor in Humanities,Very Limited,Soon,0.0,0.3303737310791772,6.0,0.0,0.1014854855349391
Data Scientist,Bachelor in Humanities,Very Limited,Urgent,0.0,0.268244080948105,11.0,1.0,0.2328543702259709
Software Engineer,Bachelor in Humanities,Limited,Soon,0.0,0.2835557507909343,9.0,1.0,0.2083367629778498
Software Engineer,Bootcamp Graduate,Limited,Soon,1.0,0.2996143785462974,4.0,1.0,0.1676848699390381
Software Engineer,Bachelor in Humanities,Limited,Soon,0.0,0.3284804707753004,3.0,0.0,0.2403136840070494
ML Engineer,Bachelor in Humanities,Limited,Soon,0.0,0.1166976720271498,8.0,1.0,0.2295703667629724
Data Scientist,Bachelor in Humanities,Limited,Soon,0.0,0.1329240438129808,6.0,0.0,0.1786303490759443
Data Scientist,Bootcamp Graduate,Limited,Soon,1.0,0.3841244349711538,10.0,1.0,0.0733920763692296
ML Engineer,Bachelor in Psychology,Limited,Urgent,2.0,0.3102980861965083,9.0,1.0,0.0593351505616359
Data Scientist,Bachelor in Psychology,Limited,Soon,2.0,0.1351084812469664,7.0,0.0,0.164707459832521
Software Engineer,Bachelor in Psychology,Limited,Soon,2.0,0.3988312265780638,5.0,0.0,0.2224688120633712
Software Engineer,Bachelor in Humanities,Limited,Urgent,0.0,0.1967441218180139,4.0,1.0,0.2276008734394615
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,0.0,0.26481732489199,5.0,0.0,0.0683786633996039
Software Engineer,Bootcamp Graduate,Very Limited,Urgent,2.0,0.2432055146573497,5.0,0.0,0.1472344612257342
Data Scientist,Bachelor in Psychology,Very Limited,Soon,1.0,0.2556120315642199,4.0,1.0,0.1702588819799032
ML Engineer,Bachelor in Humanities,Limited,Soon,0.0,0.1337313233841918,8.0,0.0,0.2278423276931216
Data Scientist,Bachelor in Psychology,Limited,Soon,1.0,0.2493230517290315,2.0,0.0,0.1267607649890118
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,0.0,0.3978048856250979,7.0,1.0,0.2297374454554813
ML Engineer,Bachelor in Humanities,Very Limited,Soon,1.0,0.3199069647356516,0.0,1.0,0.0805798589433481
Software Engineer,Bootcamp Graduate,Limited,Urgent,0.0,0.2956548862352397,2.0,1.0,0.1961357088969839
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.1692705591920116,3.0,1.0,0.239577232611597
ML Engineer,Bachelor in Humanities,Limited,Urgent,2.0,0.2837049727444157,11.0,0.0,0.0810533620222402
Software Engineer,Bachelor in Humanities,Very Limited,Soon,2.0,0.2516948706710593,4.0,0.0,0.0908649322874055
Data Scientist,Bootcamp Graduate,Limited,Soon,2.0,0.1793063267701208,2.0,1.0,0.1815271245733699
ML Engineer,Bachelor in Psychology,Very Limited,Soon,1.0,0.1404234590960973,10.0,1.0,0.1460492746130929
Data Scientist,Bachelor in Psychology,Limited,Urgent,2.0,0.2522173429007186,9.0,1.0,0.1341361554153021
ML Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.1124091402457921,8.0,0.0,0.1018330704738652
ML Engineer,Bootcamp Graduate,Limited,Urgent,2.0,0.2521025286883868,4.0,0.0,0.1804170101383422
Software Engineer,Bachelor in Psychology,Limited,Soon,1.0,0.1202706169259383,1.0,1.0,0.2000681498517701
Data Scientist,Bachelor in Humanities,Limited,Soon,2.0,0.1911889149429789,0.0,1.0,0.2309328584227626
Software Engineer,Bootcamp Graduate,Very Limited,Urgent,2.0,0.2466738141447222,5.0,0.0,0.0849074277190043
ML Engineer,Bachelor in Humanities,Limited,Soon,2.0,0.3513138885879932,1.0,1.0,0.0815484233314781
Data Scientist,Bachelor in Humanities,Limited,Urgent,0.0,0.1974620182945374,10.0,1.0,0.1221132326826271
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,0.0,0.1051067272539487,10.0,0.0,0.2079489452665956
Data Scientist,Bachelor in Psychology,Limited,Soon,0.0,0.3863498619192199,4.0,0.0,0.0683866623867515
Data Scientist,Bootcamp Graduate,Very Limited,Soon,2.0,0.287952664095078,10.0,1.0,0.1043053035162198
ML Engineer,Bachelor in Psychology,Limited,Soon,1.0,0.1168509743258178,3.0,0.0,0.1566881365707872
ML Engineer,Bachelor in Humanities,Very Limited,Soon,1.0,0.3246972633245513,0.0,0.0,0.2100848190864498
Software Engineer,Bachelor in Humanities,Very Limited,Soon,1.0,0.3599718931941977,1.0,1.0,0.1006372666664924
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,0.0,0.3889772459201496,8.0,0.0,0.1438349035253599
Software Engineer,Bachelor in Psychology,Limited,Soon,0.0,0.2732548939254818,0.0,0.0,0.1991567490392377
Software Engineer,Bachelor in Psychology,Very Limited,Soon,1.0,0.3219502376040375,1.0,0.0,0.1432149683069949
Software Engineer,Bachelor in Humanities,Very Limited,Soon,0.0,0.3376696816811173,2.0,0.0,0.1490795216293723
Data Scientist,Bachelor in Humanities,Limited,Urgent,0.0,0.3638732422102981,8.0,0.0,0.2463231264500164
ML Engineer,Bachelor in Psychology,Very Limited,Soon,2.0,0.149607393222786,11.0,0.0,0.1355522815699051
Software Engineer,Bootcamp Graduate,Very Limited,Soon,1.0,0.3929124308073963,7.0,0.0,0.1049232795669228
Data Scientist,Bachelor in Humanities,Very Limited,Soon,2.0,0.2638999846401999,2.0,1.0,0.1077614710128755
Software Engineer,Bachelor in Humanities,Very Limited,Urgent,2.0,0.1652466203547288,11.0,1.0,0.1820448549108836
ML Engineer,Bootcamp Graduate,Very Limited,Soon,2.0,0.2807408715842157,9.0,1.0,0.161830296987851
ML Engineer,Bootcamp Graduate,Very Limited,Soon,0.0,0.1139680918345606,7.0,0.0,0.1086865608349197
Software Engineer,Bootcamp Graduate,Very Limited,Soon,2.0,0.2881391891744161,4.0,1.0,0.118164404437269
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,1.0,0.1649415507185179,4.0,0.0,0.0939119283827588
Data Scientist,Bootcamp Graduate,Limited,Urgent,1.0,0.3164594341971646,11.0,1.0,0.2021169609952334
Data Scientist,Bachelor in Humanities,Limited,Urgent,2.0,0.2604908837073697,5.0,0.0,0.1490538156013245
Data Scientist,Bachelor in Psychology,Limited,Soon,0.0,0.3541847377568909,7.0,0.0,0.2115587978173901
Data Scientist,Bachelor in Humanities,Very Limited,Soon,0.0,0.1318011196399896,5.0,0.0,0.0917335221347482
Data Scientist,Bootcamp Graduate,Limited,Soon,0.0,0.2636724946494482,8.0,1.0,0.187024394430106
Software Engineer,Bootcamp Graduate,Limited,Urgent,0.0,0.2131117523728812,10.0,0.0,0.1442351180297452
Data Scientist,Bootcamp Graduate,Limited,Urgent,2.0,0.3093971321262649,11.0,0.0,0.1042926991397071
Software Engineer,Bachelor in Humanities,Very Limited,Soon,2.0,0.289712090848126,3.0,1.0,0.2119289080394231
Software Engineer,Bootcamp Graduate,Very Limited,Soon,1.0,0.3739209587517381,1.0,0.0,0.1987841162939282
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,2.0,0.1967169464120425,0.0,1.0,0.196316542371767
Software Engineer,Bachelor in Humanities,Very Limited,Soon,0.0,0.3208021861599006,6.0,0.0,0.1114069639866371
ML Engineer,Bachelor in Psychology,Limited,Soon,0.0,0.3382482927912197,8.0,0.0,0.0800559129258636
Data Scientist,Bachelor in Psychology,Limited,Urgent,1.0,0.2405335188660308,8.0,0.0,0.2489526740236085
Software Engineer,Bachelor in Humanities,Limited,Soon,2.0,0.2195234985445449,7.0,0.0,0.1145803979573341
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,2.0,0.2542596077785818,6.0,1.0,0.148758335520213
Data Cientist,Bachelor in Humanities,Very Limited,Urgent,0.0,0.3531475006301044,3.0,1.0,0.2140003082989655
ML Engineer,Bootcamp Graduate,Limited,Urgent,1.0,0.2073243979125568,3.0,1.0,0.1630923426633396
Data Scientist,Bachelor in Humanities,Very Limited,Soon,0.0,0.3368705878466133,8.0,0.0,0.2142620611707523
Software Engineer,Bachelor in Psychology,Limited,Urgent,2.0,0.2499312915078816,6.0,1.0,0.0548927322238145
Data Scientist,Bachelor in Psychology,Limited,Urgent,0.0,0.2127748887200323,1.0,0.0,0.2149835685549722
Software Engineer,Bachelor in Psychology,Limited,Urgent,2.0,0.3494851922895244,2.0,0.0,0.1052857569973566
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,2.0,0.1355635123221638,0.0,0.0,0.1644938708483428
ML Engineer,Bachelor in Humanities,Very Limited,Soon,1.0,0.1496253360408156,9.0,1.0,0.0582687171707997
