career_field,current_education_level,budget_constraint,timeline_urgency,years_of_experience,gpa_percentile,research_experience_months,project_portfolio_count,viability_score
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,0.0,0.3896413044683331,,1.0,0.2470032907304518
Data Scientist,Bootcamp Graduate,Limited,Soon,0.0,0.3565280171352674,3.0,1.0,0.2358348745159924
Data Scientist,Bachelor in Psychology,Limited,Soon,0.0,0.2637397552037018,9.0,0.0,0.1516097100273477
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,2.0,0.3882698236204953,,0.0,0.0721932734994389
Software Engineer,Bootcamp Graduate,Limited,Urgent,0.0,0.1450039404760878,7.0,0.0,0.1218899231868393
Software Engineer,Bootcamp Graduate,Limited,Urgent,2.0,0.1854620014789244,4.0,0.0,0.05658200795342
Data Scientist,Bootcamp Graduate,Limited,Soon,1.0,0.3160560038792704,3.0,0.0,0.1930495228097364
ML Engineer,Bootcamp Graduate,Very Limited,Soon,2.0,0.2104602607164236,9.0,1.0,0.1073595654567448
Data Scientist,Bachelor in Psychology,Limited,Soon,1.0,0.1862389198122038,8.0,0.0,0.2363532774153312
Software Engineer,Bachelor in Psychology,Limited,Urgent,2.0,0.2851900607241576,0.0,1.0,0.2242186401604382
Software Engineer,Bachelor in Humanities,Very Limited,Soon,2.0,0.1173384726647407,5.0,1.0,0.0540662885946861
Software Engineer,Bootcamp Graduate,Limited,Urgent,0.0,0.365297526239047,3.0,0.0,0.0870879038818679
Software Engineer,Bootcamp Graduate,Limited,Urgent,0.0,0.1805976504316134,6.0,,0.0897697368365033
Data Scientist,Bachelor in Psychology,Limited,Soon,0.0,0.2235899172118947,3.0,1.0,0.2138987579712972
,Bachelor in Psychology,Limited,Urgent,0.0,0.168022105156974,2.0,1.0,0.1365230782439156
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,1.0,0.1874545227778521,3.0,0.0,0.1082964862083462
Data Scientist,Bootcamp Graduate,Limited,Soon,1.0,0.3507792978462151,9.0,0.0,0.1808689498273188
Software Engineer,Bootcamp Graduate,Very Limited,Soon,2.0,0.1183343087069388,4.0,0.0,0.1081348988946474
Software Engineer,Bachelor in Humanities,Very Limited,Soon,2.0,,6.0,1.0,0.129122657160421
ML Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.1218435976374582,2.0,0.0,0.0625596081506267
Software Engineer,,Limited,Soon,1.0,0.1210994861590866,9.0,0.0,0.0765929821292926
Software Engineer,Bachelor in Humanities,EXPENSIVE,Urgent,2.0,0.1855112275187245,3.0,0.0,0.1790009342146571
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,2.0,0.2342031233217162,0.0,1.0,0.2464994059724419
Software Engineer,Bachelor in Humanities,Very Limited,Soon,2.0,0.3240406276872604,10.0,1.0,0.0868530873051657
Software Engineer,Bootcamp Graduate,Very Limited,Urgent,0.0,0.395215623630478,3.0,0.0,0.2376370073525788
Software Engineer,Bootcamp Graduate,Limited,Urgent,2.0,0.3260106870933182,8.0,0.0,0.1016432835802752
Data Scientist,Bootcamp Graduate,Very Limited,Soon,0.0,0.3238099943289366,10.0,0.0,0.1920543707788237
Software Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.1101303807053761,10.0,1.0,0.0551512783481156
,Bachelor in Psychology,Limited,Soon,2.0,0.2338469435315671,5.0,,0.1848348763690702
Data Scientist,Bachelor in Psychology,Limited,SOON,,0.217875418395823,6.0,0.0,0.2061102264496958
ML Engineer,Bachelor in Humanities,Limited,Urgent,2.0,0.1486318329134683,4.0,1.0,0.197754918611965
ML Engineer,Bootcamp Graduate,Very Limited,Soon,0.0,0.1311263067189034,3.0,1.0,0.2412950049542262
Data Scientist,Bootcamp Graduate,Limited,Soon,2.0,0.2812948106827068,3.0,1.0,0.071778977885237
Data Scientist,Bachelor in Psychology,Limited,Urgent,1.0,0.1867504800277612,10.0,0.0,0.1516869175240548
Data Scientist,Bachelor in Psychology,,Urgent,0.0,0.3035658561165671,2.0,1.0,0.2434682156792088
Data Scientist,Bachelor in Humanities,Limited,Urgent,2.0,0.2950932315686758,10.0,1.0,0.0829617297494072
Data Scientist,Bootcamp Graduate,Limited,Soon,1.0,0.2012051484992116,9.0,0.0,0.1823673675248753
Software Engineer,Bachelor in Humanities,Very Limited,Urgent,0.0,0.2085559108451559,4.0,0.0,0.1700750003048635
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.3660151466843955,8.0,0.0,0.0657884485848808
,,Limited,Soon,0.0,,3.0,0.0,0.1877948592084461
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.2073389568682569,2.0,1.0,0.0533797477702446
Software Engineer,Bachelor in Humanities,Limited,,,0.309601451626795,9.0,1.0,0.2489162924019051
Data Cientist,Bachelor in Psychology,Limited,Soon,1.0,0.3450957962954301,6.0,0.0,0.1560834383222231
Data Scientist,Bachelor in Psychology,Very Limited,Soon,1.0,0.2158334931254031,3.0,0.0,0.1245627943842079
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,1.0,0.1769151242598001,3.0,0.0,0.1681562681272212
Software Engineer,Bootcamp Graduate,Limited,Urgent,2.0,0.117527174026955,6.0,0.0,0.2098377383625001
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.2956850955106554,1.0,0.0,0.1732660611834407
ML Engineer,Bootcamp Graduate,Limited,Soon,0.0,0.3097882914627128,250.0,1.0,0.1489374905437197
ML Engineer,Bachelor in Humanities,Limited,Soon,0.0,0.1727129005282227,3.0,1.0,0.2192067942979573
Software Engineer,,Limited,Urgent,2.0,0.2654870747178756,7.0,0.0,0.2392148588477536
Software Engineer,Bootcamp Graduate,Very Limited,Urgent,0.0,0.3903146116371428,9.0,0.0,0.2315251776633695
Data Scientist,Bachelor in Humanities,Very Limited,Soon,2.0,0.271765583787176,3.0,0.0,0.1908124258568641
ML Engineer,Bootcamp Graduate,,Soon,1.0,0.3610601593683605,2.0,,0.1090743752517989
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.1013025783282838,1.0,1.0,0.1215481343944039
Data Scientist,Bachelor in Psychology,Limited,Urgent,2.0,0.182241194092856,11.0,1.0,0.0858818168383246
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,1.0,0.1077150707210976,8.0,1.0,0.0526935144842899
Software Engineer,Bachelor in Humanities,Very Limited,Urgent,,0.1011697129342089,6.0,0.0,0.1533926204967076
Data Scientist,Bootcamp Graduate,,Soon,1.0,0.2264515968312281,3.0,1.0,0.1865592753459142
Data Scientist,Bachelor in Psychology,Limited,Urgent,1.0,0.1413420009360801,6.0,1.0,0.1867284860972318
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,1.0,0.1534728244271061,2.0,1.0,0.0742002433362404
Software Engineer,Bachelor in Psychology,Limited,Soon,1.0,-0.2,10.0,1.0,0.1966565088102535
ML Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.3339279656235079,3.0,0.0,0.2446069758799602
Software Engineer,Bootcamp Graduate,Limited,Soon,0.0,0.2342264716947156,0.0,0.0,0.0766887058845992
,Bachelor in Psychology,Limited,Urgent,1.0,0.259438762705844,4.0,1.0,0.1123689390259322
Software Engineer,,Very Limited,Urgent,2.0,0.1473676783324174,2.0,1.0,0.1297322132882326
Software Engineer,Bachelor in Psychology,Limited,Soon,0.0,0.1318200065519499,9.0,1.0,0.1526793382389689
ML Engineer,Bachelor in Humanities,Very Limited,Soon,1.0,0.3151778181096534,0.0,1.0,0.1328526556682421
Software Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.1795640817390709,4.0,0.0,0.158887503257905
Sofware Engineer,Bachelor in Psychology,Limited,Soon,2.0,0.1998951041323661,3.0,1.0,0.1803565206337064
Data Scientist,Bootcamp Graduate,,,1.0,0.3256756768486213,5.0,0.0,0.1233926083940923
ML Engineer,Bootcamp Graduate,Limited,Soon,2.0,0.3454915132602288,8.0,0.0,0.0620381902369582
Data Scientist,Bachelor in Humanities,Very Limited,Urgent,1.0,0.3393852961564225,2.0,0.0,0.0989699545724858
Data Scientist,Bachelor in Humanities,Limited,Urgent,1.0,0.394845317048571,10.0,0.0,0.1325006927800258
,Bachelor in Psychology,,Urgent,1.0,0.2984888408144963,4.0,1.0,0.0677920867563136
ML Engineer,Bootcamp Graduate,Very Limited,Soon,1.0,0.2257269390681314,2.0,1.0,0.2080294994254475
ML Engineer,Bachelor in Humanities,EXPENSIVE,Urgent,1.0,0.3055489366422701,5.0,0.0,0.1785572842594015
ML Engineer,Bachelor in Humanities,Very Limited,Soon,2.0,0.235835377983955,10.0,0.0,0.134610116062934
Software Engineer,Bachelor in Psychology,Very Limited,,2.0,0.2678453913290723,,1.0,0.0980403051707899
Software Engineer,Bachelor in Humanities,Limited,Urgent,1.0,0.2363433650099942,7.0,1.0,0.2422656830333244
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,1.0,0.2179550603895527,4.0,0.0,0.1683902166717782
Software Engineer,Bachelor in Psychology,Limited,Urgent,0.0,0.3382995471460117,,0.0,0.0870033886587583
ML Engineer,Bachelor in Humanities,Limited,Urgent,0.0,0.1712586020004805,0.0,1.0,0.1930206357114184
Data Scientist,Bachelor in Psychology,Very Limited,Soon,0.0,0.210060974493059,7.0,1.0,0.1517744302428377
Software Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.2746189191035693,,1.0,0.1254843455650469
Data Scientist,Bootcamp Graduate,Limited,Soon,1.0,0.1354968554656771,8.0,0.0,0.0533858343340546
Software Engineer,Bootcamp Graduate,Very Limited,Urgent,0.0,0.3173881275471314,6.0,1.0,0.0880196935880953
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,0.0,0.3498749559343023,7.0,1.0,0.0972603220630731
Software Engineer,Bootcamp Graduate,Limited,Urgent,,0.2445923714253863,2.0,0.0,0.2034878625393674
Software Engineer,Bachelor in Psychology,Very Limited,Soon,1.0,0.17263397224979,2.0,1.0,0.2355096760218609
Software Engineer,Bachelor in Psychology,Limited,Soon,0.0,0.33319750953697,2.0,1.0,0.0937457326001598
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,0.0,0.1109718002889637,7.0,0.0,0.0725130374429661
ML Engineer,Bootcamp Graduate,Limited,Soon,2.0,0.1885519825814776,11.0,0.0,0.2411707661752885
,Bachelor in Humanities,Very Limited,Soon,0.0,0.3497817140469387,,1.0,0.0876966308997083
Software Engineer,Bootcamp Graduate,Limited,Urgent,0.0,0.3957171462341913,,1.0,1.5
Software Engineer,Bachelor in Humanities,Limited,Soon,1.0,0.1300391007693407,3.0,0.0,0.0764913234016612
Data Scientist,Bootcamp Graduate,Limited,Soon,0.0,0.1921129039650089,4.0,1.0,0.1950696211918357
ML Engineer,Bachelor in Psychology,,Urgent,1.0,0.1355091193234979,4.0,0.0,0.1291200233810229
Software Engineer,,Very Limited,Urgent,2.0,0.180892408391506,10.0,0.0,0.1518902907839551
ML Engineer,Bachelor in Humanities,Limited,Soon,0.0,0.3446566150357312,9.0,0.0,0.1127641761083955
Software Engineer,Bootcamp Graduate,Limited,Urgent,1.0,0.3634716496476812,4.0,1.0,0.1116629930622313
,Bachelor in Humanities,Limited,Soon,1.0,0.3619996743770706,7.0,0.0,0.2399490696079537
Data Scientist,Bootcamp Graduate,Very Limited,Soon,0.0,0.3855964741783007,2.0,0.0,0.2042183443767415
Software Engineer,,Very Limited,Soon,0.0,0.3776679411544998,7.0,0.0,0.1020578075446172
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,2.0,0.3675805777719056,10.0,1.0,0.0734053546236889
Data Scientist,Bachelor in Humanities,Very Limited,Urgent,2.0,0.2878345446686894,8.0,0.0,0.0788857968782365
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.2617192317300781,0.0,1.0,0.1145211701710207
Software Engineer,Bachelor in Humanities,Limited,Soon,2.0,0.1101316520926819,6.0,1.0,0.1443378979242635
ML Engineer,Bootcamp Graduate,Limited,Soon,2.0,0.2425400447784351,1.0,0.0,0.0787889149683437
ML Engineer,Bachelor in Psychology,Limited,,1.0,0.3757306183466329,4.0,0.0,0.0515382071954623
,Bachelor in Psychology,Very Limited,,1.0,,1.0,1.0,0.1432927425273722
Software Engineer,Bachelor in Psychology,Limited,Soon,2.0,0.1455039421916629,7.0,1.0,0.0785428969456212
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.3515211980491318,0.0,0.0,0.1424640171543723
Data Scientist,Bachelor in Humanities,Very Limited,Urgent,2.0,0.2567348379100328,,1.0,0.2052027756359395
Data Scientist,Bachelor in Psychology,,Soon,1.0,0.3702466981551905,,1.0,0.085308677806323
ML Engineer,Bootcamp Graduate,Limited,Soon,2.0,0.1602104626523117,11.0,1.0,0.0899828067586595
Software Engineer,Bootcamp Graduate,Very Limited,URGENT,1.0,0.2940947856051246,6.0,0.0,0.1716883730461049
YouTuber,Bootcamp Graduate,,Urgent,2.0,0.2457052977608597,1.0,0.0,0.1425190664569749
Data Scientist,Bachelor in Humanities,Very Limited,Urgent,1.0,,8.0,0.0,0.225091160381528
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,0.0,0.2659774298021513,6.0,0.0,0.2064642132156284
Software Engineer,Bachelor in Humanities,Very Limited,Urgent,1.0,0.3359295187299973,5.0,0.0,0.1685702056117427
Software Engineer,Bootcamp Graduate,Very Limited,Soon,1.0,0.2360423361762643,1.0,0.0,0.0982180299074709
Software Engineer,Bachelor in Humanities,Limited,Urgent,1.0,0.3042471924296291,5.0,1.0,0.1481074674324823
ML Engineer,Bootcamp Graduate,Limited,Urgent,1.0,0.2955080114486927,5.0,0.0,0.053547748181717
Software Engineer,Bootcamp Graduate,Limited,Soon,0.0,0.2976492827452061,1.0,0.0,0.2031462571892771
Data Scientist,Bootcamp Graduate,Very Limited,Soon,2.0,0.1611467441389895,11.0,0.0,0.1152652129985667
Data Scientist,Bootcamp Graduate,Very Limited,Soon,2.0,0.2237788280469712,3.0,1.0,0.0860862068980114
Software Engineer,Bachelor in Humanities,Limited,Urgent,0.0,0.1971453959291775,5.0,0.0,0.2456349527871295
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,0.0,0.1717466196791675,9.0,,0.0711884774959648
ML Engineer,,Limited,Soon,0.0,0.2695917662751197,5.0,0.0,0.1659595521449828
,Bootcamp Graduate,Limited,Soon,0.0,0.2057834481623301,2.0,1.0,0.1191946452326133
ML Engineer,Bachelor in Humanities,Limited,Urgent,1.0,0.1234723751443805,5.0,1.0,0.1767156268549947
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,0.0,0.3192326083549446,0.0,,0.1411116978189385
Data Scientist,Bachelor in Psychology,EXPENSIVE,Soon,,0.1591896519695415,,0.0,0.2071420114606172
Software Engineer,Bachelor in Humanities,Very Limited,Soon,2.0,0.3329905965653091,3.0,0.0,0.120066470077594
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,2.0,0.3730698430460536,9.0,0.0,0.1223923872458296
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,1.0,0.1874014515140118,5.0,1.0,0.0946411688006855
ML Engineer,Bachelor in Psychology,Very Limited,Soon,2.0,0.3501231240857393,4.0,1.0,0.1785660745847206
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,2.0,0.1253824558109921,1.0,0.0,0.0718368973936675
Software Engineer,Bootcamp Graduate,Very Limited,Urgent,1.0,0.3672272502685613,2.0,0.0,0.2364711223098006
Data Scientist,Bootcamp Graduate,Limited,Soon,2.0,0.1064645934165879,2.0,0.0,0.2470501449391499
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,2.0,0.2117745769566128,6.0,0.0,0.0625049835627097
Data Scientist,Bachelor in Humanities,Limited,Soon,1.0,0.1762610633769718,4.0,0.0,0.2003067822409423
Data Scientist,Bachelor in Psychology,Limited,Soon,,0.2617446690182048,6.0,1.0,0.0973894822089879
Data Scientist,Bachelor in Psychology,Very Limited,Soon,0.0,0.2395970185212556,2.0,0.0,0.0637866122348205
Software Engineer,Bachelor in Psychology,Very Limited,Soon,1.0,0.1212471984197846,11.0,1.0,0.2141918772273061
Data Scientist,Bootcamp Graduate,Very Limited,,1.0,0.2770436028509664,9.0,0.0,0.1064809754608455
Data Scientist,Bachelor in Humanities,Very Limited,Soon,1.0,0.1223305968091893,,1.0,0.2416080848207662
ML Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.2577862930874873,8.0,1.0,0.1448716967175903
Data Scientist,Bootcamp Graduate,Limited,Urgent,1.0,0.3010996790997381,4.0,0.0,0.1265464772267819
Software Engineer,Bachelor in Humanities,,Urgent,0.0,0.1542013384542765,5.0,,0.1726817403070032
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,1.0,0.2623475914611587,10.0,0.0,0.0766126735869613
ML Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.3592306316371387,,1.0,0.0848864642023624
Software Engineer,,Limited,Soon,1.0,0.3318875475733545,1.0,1.0,0.0809212835483195
ML Engineer,Bachelor in Humanities,Limited,Urgent,150.0,0.3902185108427612,,0.0,0.2019408173124847
,Bachelor in Humanities,Limited,Urgent,1.0,0.2783853559273149,0.0,1.0,0.1298943561759213
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,2.0,0.2368441152995199,8.0,1.0,0.1946248061666123
Software Engineer,Bootcamp Graduate,Very Limited,Soon,,0.2556315569935459,7.0,1.0,0.0501927370408128
ML Engineer,Bachelor in Psychology,Very Limited,Soon,2.0,0.1228951464024936,10.0,1.0,0.2059719116362307
Data Scientist,Bachelor in Psychology,Limited,,2.0,0.3371445335990092,11.0,1.0,0.1381615947710353
Data Scientist,Bootcamp Graduate,Limited,Soon,2.0,0.3064398042979709,2.0,0.0,0.134416056886909
Software Engineer,Bachelor in Humanities,Very Limited,Soon,1.0,0.2000365984816723,6.0,0.0,0.2439472164574858
ML Engineer,Bootcamp Graduate,Limited,Soon,2.0,0.1525827582693581,11.0,0.0,0.241162393514778
Data Scientist,Bachelor in Psychology,Very Limited,Soon,0.0,0.1276049753622014,4.0,0.0,0.0794304392336301
Software Engineer,Bootcamp Graduate,Very Limited,Urgent,1.0,0.2245139682305763,8.0,1.0,0.0563377699082639
Data Scientist,,Very Limited,Soon,2.0,0.1605232830257561,9.0,1.0,0.0528728049588021
,Bachelor in Humanities,Very Limited,Urgent,2.0,0.2274115019476325,11.0,0.0,0.2346802331324247
Software Engineer,Bachelor in Humanities,Limited,Soon,1.0,0.2767454591693833,11.0,1.0,0.2331926731808531
Software Engineer,Bachelor in Humanities,Very Limited,Soon,0.0,0.13369321872169,10.0,1.0,0.1841334691974379
ML Engineer,Bachelor in Humanities,Limited,,,0.3013837195120413,2.0,0.0,0.0948800533386381
,Bachelor in Humanities,Very Limited,,2.0,0.3100136423738527,6.0,0.0,0.0828282787222785
Software Engineer,Bachelor in Humanities,Very Limited,Soon,1.0,0.3990680373565388,8.0,0.0,0.1943659638156699
Data Scientist,Bachelor in Psychology,Limited,Soon,0.0,0.3854498853381314,8.0,0.0,0.2019453718825367
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,0.0,0.3868302887909386,,0.0,0.060163021804871
ML Engineer,Bachelor in Psychology,Very Limited,Soon,1.0,0.3126950416291769,2.0,0.0,0.2276471743257107
Data Scientist,Bachelor in Psychology,Limited,Soon,1.0,0.1286575518740859,2.0,0.0,0.1085401197089309
,Bachelor in Psychology,Limited,Soon,1.0,0.1525831776312146,8.0,0.0,0.0898105807129397
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,,0.1711158780391395,1.0,0.0,0.0597707913185755
Data Scientist,Bootcamp Graduate,Limited,Soon,0.0,0.1868450406588849,9.0,1.0,0.0775469867145341
Software Engineer,,Very Limited,Soon,1.0,0.1767469269899805,8.0,1.0,0.1674232428836934
ML Engineer,Bootcamp Graduate,Very Limited,Soon,2.0,0.3901355525537905,11.0,,0.1527001458342224
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,1.0,0.1533084066548207,11.0,1.0,0.2024022195230562
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,1.0,0.1967634225357185,2.0,1.0,0.075330561141959
Data Scientist,Bachelor in Humanities,Very Limited,Soon,2.0,0.2123833162843618,10.0,0.0,0.2485260383358972
ML Engineer,Bootcamp Graduate,Very Limited,Soon,0.0,0.2925933285674135,0.0,0.0,0.1959095243187803
Data Scientist,Bachelor in Humanities,Limited,Urgent,2.0,0.2625147927829045,11.0,0.0,0.1495492325431488
Data Scientist,Bachelor in Psychology,Limited,Urgent,1.0,0.181970879524625,9.0,1.0,0.217568500431879
Data Scientist,Bootcamp Graduate,Limited,Urgent,1.0,0.2942340440565453,2.0,0.0,0.124799281245539
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,2.0,0.1618176869961485,,0.0,0.0603788155897793
ML Engineer,Bachelor in Humanities,Limited,Urgent,2.0,,11.0,1.0,0.1124310509688242
Data Scientist,Bachelor in Psychology,Very Limited,Soon,0.0,0.3503658704343914,0.0,0.0,0.0724389669403254
ML Engineer,Bachelor in Humanities,Very Limited,Soon,,0.217687687864538,4.0,1.0,0.2105239704902062
Software Engineer,Bootcamp Graduate,Very Limited,Soon,2.0,0.2689878601813092,9.0,1.0,0.2052406934534664
Software Engineer,Bachelor in Psychology,Very Limited,Soon,2.0,,7.0,1.0,0.1350731258086945
Software Engineer,Bachelor in Psychology,Limited,Urgent,1.0,0.2724929325734758,9.0,1.0,0.1966979916067814
Software Engineer,Bootcamp Graduate,Limited,Urgent,0.0,0.2270137258699358,5.0,0.0,0.1969869530382835
,Bachelor in Psychology,,Urgent,2.0,0.2702303414272792,7.0,1.0,0.2274293615623658
Software Engineer,Bachelor in Humanities,Very Limited,Urgent,,,6.0,0.0,0.1453759229912039
ML Engineer,Bootcamp Graduate,Limited,Urgent,2.0,0.1933709547836855,0.0,1.0,0.1014647597539902
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,2.0,,0.0,0.0,0.1974612323952557
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,0.0,0.3937831803834927,0.0,1.0,0.2389626385151582
,Bachelor in Humanities,Limited,Urgent,0.0,0.1182964621596845,7.0,0.0,0.1129291711505822
Data Scientist,Bachelor in Psychology,EXPENSIVE,Soon,1.0,0.1023945635030619,5.0,0.0,0.2148626566285889
ML Engineer,Bootcamp Graduate,Limited,Urgent,0.0,0.3795552340677476,,1.0,0.1609704484171881
Software Engineer,Bootcamp Graduate,,Urgent,0.0,,0.0,1.0,0.1493133501828715
Software Engineer,Bachelor in Humanities,Limited,,0.0,0.11603352085017,1.0,1.0,0.1348100270328281
Data Scientist,Bootcamp Graduate,Limited,Soon,1.0,0.1666157854523807,0.0,1.0,0.2044252710108071
ML Engineer,Bootcamp Graduate,Limited,Soon,2.0,0.1947880401529739,9.0,1.0,0.2114571880324742
ML Engineer,Bootcamp Graduate,Limited,Urgent,0.0,0.3680258681859728,8.0,0.0,0.1093291820161777
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,1.0,0.3888568738276903,9.0,1.0,0.1542096525565914
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.2577035557513246,2.0,1.0,0.083906828263027
Software Engineer,Bachelor in Humanities,Limited,Urgent,1.0,0.2974123116122129,,1.0,0.053708959255628
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,0.0,0.251818974830958,3.0,1.0,0.2256309431121209
Software Engineer,Bootcamp Graduate,Very Limited,Urgent,2.0,0.1084856970894743,6.0,0.0,0.1381805049585627
Data Scientist,Bachelor in Psychology,Limited,Urgent,,0.3209663926006574,5.0,0.0,0.2223441691963843
ML Engineer,Bootcamp Graduate,Very Limited,Soon,2.0,,3.0,1.0,0.0581787365204162
,Bootcamp Graduate,Very Limited,Urgent,2.0,,9.0,0.0,0.1115490302362968
Data Scientist,Bachelor in Psychology,Very Limited,Soon,2.0,0.284176555880051,3.0,0.0,0.2440130886513341
Data Scientist,Bootcamp Graduate,Very Limited,Soon,0.0,0.303080715783537,9.0,1.0,0.1463432638505096
ML Engineer,Bootcamp Graduate,Limited,Soon,1.0,0.2208979267035213,7.0,1.0,0.0841151462779288
Data Scientist,Bootcamp Graduate,Limited,,2.0,-0.2,9.0,,0.1723716000443224
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,2.0,0.1891386635976046,1.0,1.0,0.0722498908576791
ML Engineer,Bootcamp Graduate,Limited,Urgent,1.0,0.2889404236274876,8.0,0.0,0.2184609171107273
Data Scientist,Bachelor in Psychology,Limited,Soon,2.0,0.2172606127080997,,1.0,0.1365483651324746
ML Engineer,Bachelor in Humanities,Very Limited,Soon,1.0,0.1745127231760191,4.0,0.0,0.1270005936210208
Software Engineer,Bootcamp Graduate,Very Limited,Urgent,2.0,0.1905842283508327,10.0,1.0,0.1415890669548709
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,2.0,0.3596372435150186,8.0,1.0,0.161212445333138
ML Engineer,Bachelor in Humanities,Limited,Soon,0.0,,3.0,0.0,0.137436012547671
Software Engineer,Bachelor in Humanities,Limited,Urgent,0.0,0.2234860096331532,8.0,,0.0837963268303167
ML Engineer,Bachelor in Humanities,Limited,Soon,1.0,0.3886918134084398,10.0,0.0,0.2095207858866771
Data Scientist,Bachelor in Humanities,Very Limited,Soon,0.0,0.1088982230692843,10.0,,0.2275014380236257
Software Engineer,Bachelor in Psychology,Very Limited,Soon,1.0,0.3839393846283341,11.0,1.0,0.2449545009441911
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,0.0,0.3427606458067148,,0.0,0.2481512299898206
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,0.0,0.2073046329879027,7.0,0.0,0.1168471500978524
ML Engineer,Bachelor in Psychology,Limited,Soon,0.0,0.2340763875510517,1.0,0.0,-0.5
ML Engineer,Bootcamp Graduate,Very Limited,,1.0,0.199204235666943,200.0,0.0,0.1833631350031389
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,2.0,0.306493043088741,10.0,1.0,0.1655633527785898
ML Engineer,Bachelor in Humanities,,Urgent,2.0,0.3681112888496806,7.0,1.0,0.2268008419975634
Software Engineer,Bootcamp Graduate,Very Limited,Soon,0.0,0.3594802421110845,11.0,0.0,0.1039931333895328
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,1.0,0.251484097898958,9.0,0.0,0.109152870814739
Software Engineer,Bootcamp Graduate,Limited,Urgent,2.0,0.1927535150212856,6.0,0.0,0.206362066390313
Data Scientist,Bootcamp Graduate,Limited,Soon,2.0,0.1696586135554602,0.0,0.0,0.164092291695287
Data Scientist,Bootcamp Graduate,Limited,Soon,2.0,0.3841880323839859,7.0,0.0,0.2417176453070479
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,,0.1627580204932009,2.0,1.0,0.1337681950076242
Data Scientist,Bachelor in Humanities,Very Limited,Urgent,2.0,0.1214642596435257,9.0,1.0,0.0575854849717469
Data Scientist,Bachelor in Humanities,Very Limited,Urgent,1.0,0.1597548125136592,4.0,0.0,0.1560141974991227
Software Engineer,Bachelor in Psychology,Limited,Soon,2.0,0.3233329468531434,9.0,0.0,0.2194900625533447
,Bachelor in Psychology,Very Limited,Urgent,2.0,0.2783446746478121,9.0,1.0,0.1319539105537679
Data Scientist,Bachelor in Psychology,Limited,Soon,0.0,0.3273517950992933,8.0,1.0,0.1690886428293906
Data Scientist,Bachelor in Humanities,Very Limited,Urgent,0.0,0.300607129434009,2.0,0.0,0.1451292887523267
ML Engineer,Bootcamp Graduate,Very Limited,Soon,1.0,0.1675290561737075,5.0,1.0,0.1158899746740017
ML Engineer,Bachelor in Humanities,Very Limited,Soon,1.0,0.332517628510225,2.0,0.0,0.0563390362459885
