current_degree_field,gpa_percentile,research_experience_months,project_portfolio_count,academic_fit_score
Economics,0.2611174838470216,3.0,1.0,5.711264021458982
HUMANITIES,0.3980173044925124,11.0,1.0,5.722603466643321
Humanities,0.3141538065510103,5.0,0.0,8.546783747899058
Economics,0.3244741468263278,10.0,0.0,24.42734724256119
Other,0.1188577368777985,3.0,0.0,31.288157900023172
Economics,0.3548340206266646,5.0,0.0,25.483560150046895
Humanities,0.2562174568527635,1.0,1.0,17.484328294253448
Humanities,0.2184716960929863,6.0,1.0,11.271795467693872
Humanities,0.3641494520936787,10.0,0.0,22.679104734345493
Other,0.1071109093602104,4.0,0.0,14.32163768354346
Psychology,0.2057123327244917,4.0,1.0,24.000099196712295
Other,0.1270929737609407,2.0,1.0,21.40174483686289
Economics,0.3788841782548521,,1.0,27.3330553013221
Economics,0.2422067420259286,8.0,,28.886788652986493
Economics,0.2093422267453475,9.0,1.0,18.472291624291284
Other,0.3580941930058431,8.0,0.0,25.675923675610836
Mathemtics,0.1991692842641502,1.0,1.0,29.786760138257925
Psychology,0.2242349322044312,0.0,0.0,11.075505662743913
Other,0.1888808961992339,2.0,60.0,14.574437609824
Economics,0.225422240696766,8.0,1.0,14.9985423244555
Humanities,0.3392370100595004,2.0,0.0,13.758567516546796
Other,0.3962816578995279,0.0,1.0,19.90276736396287
Economics,0.2165544543574114,8.0,0.0,17.647223065116016
Humanities,0.3950302595844743,5.0,0.0,15.353042990386358
Other,0.3222072291695164,5.0,1.0,12.49782801525603
Humanities,,9.0,1.0,9.603118431936064
Other,0.1534114047422975,6.0,1.0,25.87105467305889
Economics,,9.0,,7.095232870549465
Economics,0.3560042007678388,,0.0,26.65619771667044
Humanities,0.2282511519914328,6.0,0.0,20.02606012422802
Humanities,0.3528046486400081,11.0,1.0,25.42505317583219
Other,0.3296968050414754,7.0,1.0,24.696664315422925
Economics,,,1.0,20.647284546410603
Psychology,0.339993473528422,7.0,,6.356854853822429
Economics,0.2659824401147401,7.0,0.0,15.02303012236833
Economics,0.3434190292001053,10.0,1.0,26.20847120106519
Psychology,0.2928690138085146,4.0,0.0,14.135709064597446
,0.3935444270306408,11.0,1.0,8.194986099080056
Psychology,0.3644879547543833,2.0,0.0,10.084373720971614
Other,0.1795897273570328,4.0,1.0,11.223429767073572
YouTuber,0.2932820531626993,1.0,1.0,8.12169998592911
HUMANITIES,0.2592023122104541,5.0,1.0,15.859641187756369
Other,,,1.0,20.443112492714594
Psychology,0.3307147905458582,5.0,0.0,17.201882722563326
Psychology,0.3184299366787685,8.0,1.0,23.050268568764537
Other,0.3651984145955725,11.0,0.0,28.492132758870618
Humanities,0.3158888931146144,2.0,1.0,9.08946083828178
Psychology,0.2814161561644881,9.0,,24.079684787476232
Psychology,0.2411796379765418,7.0,0.0,14.24099716509063
Psychology,0.1091432559624705,4.0,0.0,16.80967641104374
Psychology,0.3829557890585213,7.0,,18.869030861797548
Psychology,0.1649439239919809,11.0,0.0,30.52829684874822
,0.2764095329328363,7.0,0.0,28.159797173272477
Psychology,0.2162110560149942,7.0,1.0,10.15863204266031
Psychology,,3.0,1.0,22.311514054941796
Economics,0.3400301546656569,8.0,,15.34049410960715
Other,0.3552626903574408,10.0,0.0,19.568631957563618
Other,0.1363377349145696,0.0,1.0,5.79192868659367
Other,0.1005522136333572,3.0,1.0,30.503574070493716
Humanities,0.2618786904933274,9.0,1.0,30.595212694568417
Economics,0.2786297760530389,6.0,0.0,12.711623084265293
Economics,0.1242537835302249,5.0,1.0,28.390607468374135
Humanities,0.1772341940410031,4.0,1.0,10.109114070665122
Economics,0.3076421130540986,5.0,,27.913798773644913
Humanities,0.2062896935205345,3.0,0.0,7.214472031112547
Economics,0.1725468427309919,5.0,0.0,25.2498971326636
Economics,0.1405266512378048,300.0,1.0,7.204860152004413
Other,0.3167971864324058,2.0,0.0,20.78614276538937
YouTuber,0.343670397584524,0.0,1.0,31.551411017446604
Psychology,0.2300874782108704,3.0,1.0,19.937645726031228
Humanities,0.1979839833206714,10.0,1.0,29.516079572946904
Other,0.2256100920292575,,1.0,6.697884775567987
Economics,0.2680542323664963,5.0,1.0,6.402277931558203
Psychology,0.3167321698004418,9.0,0.0,12.14548977528846
Humanities,0.3374057931824984,,0.0,9.687940784670076
Other,0.315351955045145,2.0,0.0,21.792875644930287
HUMANITIES,0.3124460224702292,0.0,0.0,30.724248258702243
Humanities,0.132369319902523,9.0,0.0,19.769533476586272
Psychology,0.3593964160442454,10.0,0.0,9.694731936715495
Other,0.275431865731939,7.0,,21.85284993494989
Psychology,0.1653457008377621,6.0,1.0,14.796994082171832
Other,0.1819582684578336,10.0,1.0,24.7714535380578
Humanities,0.1393525097439368,3.0,0.0,11.9791442864606
Economics,0.1459031719457193,4.0,0.0,28.915830286530987
Humanities,0.3586667343588572,,1.0,5.800447141574708
Other,0.143577664153835,1.0,,31.342963671470628
Humanities,0.1177059722909031,8.0,1.0,20.03669490883877
Humanities,0.3628069383354968,9.0,0.0,14.292517308668591
Psychology,0.1654956204651637,7.0,1.0,18.294532068442923
Psychology,0.2949566709429917,11.0,0.0,5.182604345783091
Economics,0.2815754162153792,,1.0,16.238698623281895
Other,0.318191044706434,6.0,0.0,22.412385482083817
Other,0.3335288696265409,4.0,0.0,12.260165095245814
Humanities,0.2830420147340534,,1.0,6.401945261778702
Humanities,0.1090111519490906,7.0,1.0,27.313917473815305
Humanities,0.3866317314035099,8.0,1.0,26.754039701450044
Psychology,0.1577840818657379,1.0,1.0,10.800159992133654
Other,0.1673872906919777,9.0,1.0,12.876548522699595
Psychology,0.2753668188444277,,1.0,12.43148889309672
Economics,0.2910378954175128,5.0,0.0,13.713453033799846
Other,0.3578171669029413,7.0,1.0,24.072980908577836
Psychology,0.1619473311923628,11.0,0.0,28.170189776125785
Humanities,0.3287865987659375,1.0,0.0,19.609989735006337
Other,0.2717210596436165,6.0,1.0,8.499208003291077
Psychology,0.2509415735685706,7.0,1.0,5.61137949153855
Psychology,0.3925044701847183,9.0,0.0,17.55139874875216
Psychology,0.1005446890455575,11.0,1.0,11.850991851981414
Humanities,0.3534079173549547,0.0,1.0,24.744395546665988
Psychology,0.3797951031142164,10.0,1.0,11.380929543587865
Psychology,0.1906431981271133,11.0,0.0,23.47869343088084
Economics,0.3032461001070509,2.0,0.0,13.077249540546031
Humanities,0.2923865382816981,4.0,1.0,5.913614761311589
Economics,0.1190193734980619,3.0,0.0,24.350438721907658
Other,0.3194215514293511,,,24.763134217335008
Economics,0.1126851258023703,7.0,1.0,11.394465434083996
Psychology,0.2392155941535075,8.0,0.0,26.789597012907645
Humanities,0.2088015307822942,2.0,0.0,27.38758098080968
Psychology,0.3301533249098362,2.0,0.0,9.854301511149774
Humanities,0.356693037568891,,1.0,11.265805070877969
Economics,0.3893133974191123,2.0,1.0,26.32565544035015
Psychology,0.193746393406857,3.0,1.0,15.512748510052468
Other,0.3517955655598678,10.0,,12.532807301936344
Humanities,0.2131445374507801,9.0,0.0,8.845154899286923
Economics,,7.0,1.0,30.011109762950404
Other,0.2940410733416306,4.0,0.0,15.476920139876633
Economics,0.1200627211953988,0.0,0.0,14.9232785101686
Psychology,0.121697259003257,2.0,0.0,25.04041232245065
Other,0.2442305250366416,10.0,0.0,19.437434013194967
Economics,0.2285067171073702,6.0,1.0,8.651768001065419
Economics,0.2124074492174193,10.0,1.0,16.18261466797121
Psychology,0.3369442517389971,2.0,0.0,30.12878391013005
Psychology,0.1131320679119437,11.0,0.0,15.212167601376342
Economics,0.2148639137714887,200.0,1.0,11.594630890535264
Economics,0.2484001667979893,10.0,0.0,30.202064595387117
Economics,0.2218672073221795,7.0,0.0,31.035107610480967
Humanities,0.3955442164144781,7.0,1.0,5.605347333036905
Psychology,0.2798853572419715,,0.0,28.299222540790296
Humanities,0.3872947105737204,4.0,1.0,26.72445564166488
Economics,,5.0,1.0,9.853175686064816
PSYCHOLOGY,,10.0,0.0,16.09461468869789
Economics,0.2743535812637998,5.0,1.0,12.099541377431716
Humanities,0.3971100286522511,10.0,1.0,17.423806549647853
Economics,0.3171237888524132,5.0,1.0,13.997990893831089
Psychology,0.1026243922425325,0.0,1.0,5.1576610146195225
Psychology,0.2493363151272822,6.0,0.0,30.033937245512593
Humanities,,10.0,1.0,28.91502072017282
Other,0.1780161633406879,11.0,0.0,22.75422013391658
Humanities,0.2406724717286337,9.0,1.0,20.223272155926136
Humanities,0.3016060390790846,5.0,0.0,16.19769044929304
Humanities,0.1089959802040175,7.0,0.0,31.270743218501657
Other,0.3200027423969095,11.0,1.0,31.68995972541572
Psychology,0.1428879782449188,7.0,1.0,17.707077628153357
Humanities,0.1642178478794062,7.0,,27.043681009124207
Psychology,,,1.0,30.076004722765344
Economics,0.277072773628274,4.0,0.0,29.4186933110604
Humanities,0.208659587917084,2.0,0.0,25.780155291863597
Psychology,0.3903205897940973,6.0,0.0,25.687661690101866
Other,0.3421696039044555,0.0,0.0,24.657292245441468
Economics,0.140856137193812,8.0,0.0,18.094970570313407
Other,0.3223397573880573,4.0,1.0,16.715173368740835
Other,0.2318438600688822,4.0,1.0,23.990171688866265
Economics,0.1111782926688262,8.0,0.0,20.02661698829927
Economics,0.2655161667160386,9.0,0.0,14.427027477680914
Humanities,0.3845400332690449,9.0,0.0,24.27417123623358
Economics,0.3508587460201753,10.0,0.0,5.145041869077625
Economics,0.3951945716016998,5.0,0.0,11.300657807473431
Humanities,0.1918737753697045,8.0,0.0,30.920196757161808
Other,0.2918708990606539,1.0,0.0,21.93577850530659
Humanities,0.3568735269529948,2.0,0.0,22.0073720367638
Other,0.3470931451864948,8.0,0.0,15.915593952255044
Humanities,0.2683850102240456,5.0,1.0,10.467898622043696
Psychology,0.3371898319933575,1.0,0.0,17.89408999044747
Humanities,0.3093719637660574,0.0,0.0,18.059406835409103
Humanities,0.3144840755438987,4.0,1.0,9.51290833503228
,0.1907209234798198,8.0,0.0,18.50099746967276
Psychology,0.2562411542448548,9.0,0.0,16.505644626870318
Psychology,0.3587282385650194,1.0,1.0,15.684536853440171
Economics,0.2314922073993756,11.0,0.0,26.945789692582796
Psychology,0.1976089155459259,9.0,1.0,15.666501192972891
Other,0.1681603470283212,2.0,1.0,27.28533138361576
Psychology,0.1882646853575733,2.0,1.0,15.61194882547334
Humanities,0.1105481286821232,6.0,1.0,13.750441623646346
Economics,0.1002831078949596,7.0,0.0,8.85838513973992
Humanities,,,0.0,8.488042946748754
Other,0.3986210961797499,6.0,,10.748243916649134
Psychology,,2.0,0.0,31.989178294414742
Humanities,0.2529712462419881,3.0,1.0,17.585705184307926
Psychology,0.1520181061906285,6.0,,20.025324641414308
Humanities,0.3231556896604041,7.0,,8.612307939927504
Other,0.2589190050420268,5.0,0.0,9.956455467344384
Humanities,0.2695990380134431,,100.0,18.189797548545645
,,1.0,1.0,7.328660483909438
Psychology,0.3841240536489582,7.0,0.0,31.077192370873803
Economics,0.3060130640118516,2.0,0.0,28.55754828834536
Humanities,0.3802955434909397,0.0,0.0,8.988743253932462
Other,0.1958380366773651,0.0,1.0,7.479526979557343
Other,0.3162150744570287,4.0,0.0,20.24715940198277
Humanities,0.232817282009213,5.0,0.0,16.461848435767106
Economics,0.1744528749734778,,1.0,14.98234072505893
Humanities,0.1245345860131372,8.0,0.0,11.468752783601689
Economics,,10.0,0.0,19.630883746821446
Psychology,0.3253798545441888,6.0,,17.0438164658878
Humanities,0.2225367269188695,11.0,,28.34354072073616
Economics,0.3234039700229352,0.0,1.0,7.926254503275982
Economics,0.2139626118625027,7.0,1.0,28.722937603552356
Psychology,0.2354218970389636,7.0,0.0,9.416322940255217
Economics,0.1755968899499848,250.0,1.0,5.7737958027318115
Psychology,0.3563423175658854,10.0,1.0,7.954794318563342
Psychology,0.3370868388883046,5.0,1.0,24.89762455934695
Economics,0.2235962329942233,0.0,0.0,30.932421946421258
Other,0.2226914371161755,2.0,0.0,5.052989372851323
Humanities,0.1548643573894607,4.0,0.0,14.441413820164758
Psychology,0.3962857674842923,11.0,0.0,9.914488671550924
Economics,0.3589443979589909,4.0,0.0,22.29301269369531
Economics,0.3188087093867704,6.0,1.0,12.280839445470024
,0.2764342379478666,11.0,1.0,11.84270596818897
Other,,5.0,1.0,5.107550239748273
Other,0.2801454589077218,7.0,1.0,6.07315359374919
Other,0.2160493832147732,0.0,1.0,7.762778783013166
Psychology,0.2865319828289846,6.0,1.0,25.38327272106116
Psychology,0.3955847585211305,3.0,0.0,11.90082213007651
Psychology,0.3232751659377134,0.0,0.0,24.273344897064018
Humanities,0.2922047953777156,6.0,0.0,24.26668481198942
Psychology,0.3781426398677497,0.0,0.0,21.61579952126038
Psychology,0.2678152848239877,10.0,0.0,8.192780368232944
Other,0.1550605343227944,8.0,0.0,7.809813671346232
Other,0.1868210241633217,1.0,0.0,25.065085184043916
,0.2721787255241289,1.0,1.0,23.70610566563298
,0.2012050861665139,1.0,0.0,25.49040056494336
Psychology,0.1617672882661995,10.0,1.0,30.93747238357792
Psychology,0.1691924467268881,7.0,1.0,10.786463019376736
Economics,0.2017392492565665,10.0,1.0,17.379788789036724
Economics,0.1760893041316456,8.0,1.0,12.011879983864098
Psychology,0.2354718454309438,5.0,1.0,7.641965901989478
YouTuber,0.3659694328361971,3.0,0.0,28.39806081704638
Humanities,0.2174732112461904,10.0,0.0,16.124901022274287
Psychology,0.1105838738155762,4.0,0.0,12.822765315892164
Other,0.3715132194632681,4.0,0.0,24.736490037746307
Humanities,0.1355417441466705,11.0,1.0,25.466210675954525
Humanities,0.2098752646900811,4.0,1.0,22.636254580487044
Other,0.3129993094852801,2.0,0.0,29.105230159778827
Economics,0.1703138022401507,,1.0,14.76562453203084
Economics,,9.0,0.0,5.576898817921116
Humanities,0.1140472398526567,7.0,,25.206898496715667
Psychology,0.3099039419872954,0.0,0.0,22.363844482067428
Other,0.28918018607,300.0,1.0,15.032082987554794
Economics,0.1040570711959596,4.0,0.0,12.18308592190153
,0.11254774873373,7.0,,20.965778051832643
,0.2022404910832627,8.0,1.0,13.413679256156287
Psychology,0.3271613210623213,4.0,0.0,13.188873095599224
Economics,0.1971717123800279,1.0,1.0,12.607780688113968
Psychology,0.2194336446427313,2.0,1.0,21.169319678118462
Economics,0.3499570341292542,9.0,1.0,26.689017477055344
Humanities,0.2821802253381731,5.0,1.0,11.182787590382988
Other,0.1319074819936794,6.0,0.0,27.6594197060973
Economics,0.3226829000318799,10.0,1.0,8.572603908432729
Economics,0.1687499880573752,7.0,,16.206514024102393
Economics,0.3110832063792836,5.0,,10.930826414680144
Unknown,0.1514828912134223,2.0,0.0,17.18846411947476
Economics,0.1501009286825764,11.0,0.0,21.30954853505181
,0.309666633782175,3.0,1.0,5.593304752281007
Humanities,0.1028424337193479,10.0,1.0,30.400672970164273
Economics,0.2065049110102761,4.0,0.0,7.824916788987561
Humanities,0.3796845372311122,7.0,0.0,23.089645760935863
Other,0.3161166333398484,6.0,0.0,24.069309611557177
Economics,0.1747049660635103,7.0,0.0,12.42298876362592
Economics,0.348210381742652,7.0,0.0,19.180787717043383
Humanities,0.2695241767117913,10.0,,26.419284179349507
Psychology,0.3920263493164065,9.0,1.0,22.0280732380325
Psychology,0.1642264688818368,7.0,0.0,9.407375612136478
Psychology,0.2102201000532749,5.0,0.0,29.910011306342906
Other,0.2717420900985797,10.0,0.0,24.886799763416963
Other,0.3182129044906364,6.0,0.0,21.49497104572226
Psychology,0.399147391368759,3.0,0.0,28.466834826807126
Other,0.2436910850414338,6.0,0.0,24.550325457064748
Other,,9.0,1.0,6.64335779576666
Humanities,0.2282960850929826,300.0,1.0,17.169201540389754
Other,0.2852293220448449,,0.0,10.89522557555895
,0.2208726914765603,9.0,0.0,5.112388059206328
Other,0.284080162100216,5.0,1.0,21.200149259107764
Humanities,0.3416576205058977,6.0,0.0,24.591353244474423
Humanities,0.1699108140495829,4.0,1.0,20.180871967765924
Economics,0.1830450202562446,10.0,1.0,20.25840751030469
Humanities,0.3483631637243609,3.0,1.0,16.415258323066695
Psychology,0.3939063126404161,4.0,1.0,6.053294636185138
Humanities,0.1067411395589539,8.0,1.0,27.49221284705654
Other,0.1405531601018425,5.0,1.0,10.846291307889134
,0.2182253383330695,3.0,1.0,9.624753699854914
Economics,0.3486373248616397,0.0,1.0,27.132207100087783
Humanities,,7.0,,31.620332798362604
Economics,0.153706064024381,0.0,0.0,12.428811836639047
Humanities,0.2327784492471638,2.0,0.0,5.199487617830474
Economics,,6.0,1.0,31.69501637923096
Psychology,0.3385001298426863,7.0,1.0,6.552301912747927
Psychology,0.3841360219579519,4.0,1.0,18.504577571098956
Other,0.1986432581458512,0.0,1.0,10.621388857453052
Humanities,0.3822595801465344,0.0,0.0,19.881723276805424
Other,0.2047526102027645,6.0,0.0,16.478032557205157
Other,0.2453346404593269,8.0,1.0,26.107676867590108
Other,0.3419700718108289,1.0,0.0,10.958989543783147
Other,0.240883051031929,4.0,0.0,22.79223551261635
Other,0.2444685562073811,11.0,1.0,24.76835145215157
Psychology,0.1520420220139306,3.0,,31.280990404931437
Mathemtics,0.3579463837835193,3.0,0.0,8.843026815463169
Humanities,0.3919992733654601,0.0,1.0,6.920229577713082
Humanities,0.1808983177542625,2.0,0.0,24.150496832826736
Other,0.1215304492563063,0.0,0.0,5.498219031646559
Other,0.3497679510141719,5.0,1.0,15.93740507710844
Other,0.3233050276818994,8.0,1.0,27.932099405111725
Economics,0.3001821357901981,5.0,100.0,13.91887821811546
Other,0.3286211528061367,3.0,0.0,20.979773059404188
Psychology,0.1571253466710268,4.0,1.0,17.40217729583364
ECONOMICS,0.1994638498883705,7.0,0.0,6.165331228705856
Other,0.3201027776293977,1.0,1.0,12.66783051838471
,0.3876254822785679,7.0,1.0,6.897779656855485
Economics,0.3985864959866244,4.0,0.0,22.52359795182164
Humanities,0.3892299708620891,2.0,0.0,12.180522584713511
Other,0.359620700507389,5.0,1.0,25.476726174539923
Other,0.3312933035040682,2.0,1.0,7.889650252670858
Other,0.3372078194270208,3.0,0.0,12.59979005037496
Humanities,0.3188113348810155,9.0,1.0,12.44067111569064
Humanities,0.2614424168387631,4.0,0.0,21.996728599232856
Humanities,0.1248234952517233,2.0,0.0,11.19398594218552
Other,0.1715599069165387,8.0,1.0,29.008988827148546
Other,0.1487279148760627,11.0,1.0,16.425038100804983
Humanities,0.1510519782474078,4.0,1.0,21.46222051431229
Psychology,0.183880882444202,0.0,1.0,11.18915226390948
Psychology,0.2792643773464315,3.0,1.0,17.302840990609674
Humanities,0.1217486158740157,11.0,1.0,30.40476284908548
Psychology,0.1845496238328445,7.0,0.0,25.445424032123363
Economics,0.2281444210884254,7.0,0.0,30.782092571044583
Other,0.1716036886777409,6.0,0.0,18.36322367197167
Economics,0.1334097362432918,1.0,0.0,24.992569821236277
Economics,0.1012227222732569,2.0,0.0,6.745295264036111
Other,0.1483672204257702,,0.0,16.739821143392938
Psychology,0.3826504304270663,10.0,0.0,15.215036588998856
Psychology,0.3937682566050844,11.0,0.0,13.073946429605554
Psychology,0.3496325219472481,4.0,0.0,6.1478339784843
Economics,0.3404597627554455,8.0,1.0,7.584577676728733
Other,0.2587240308022712,2.0,1.0,25.305573115861616
Psychology,0.235504326233728,10.0,1.0,14.105765580944729
Psychology,0.1716252578442136,9.0,0.0,5.228022377992087
Psychology,0.3595964373995802,3.0,1.0,6.01740340645517
Economics,,6.0,0.0,16.029487584478595
Psychology,0.3799740039538508,6.0,1.0,18.869310649360123
Humanities,0.3452165191282237,2.0,0.0,23.346550071085016
Other,0.3803923567303003,2.0,1.0,110.0
Economics,0.2231707601451581,11.0,1.0,9.14942042333298
,0.2853516474022107,6.0,1.0,22.062546079009625
Humanities,0.106914219331678,10.0,1.0,18.79869588140906
Psychology,0.1465388266992825,7.0,1.0,23.108367778707933
Other,0.2919574841187724,4.0,1.0,16.556233043107845
Economics,0.3029139233321547,3.0,0.0,5.388536548509514
Other,0.1500208765928574,6.0,0.0,20.5495514593591
YouTuber,0.1588378563293718,7.0,0.0,25.620383395967224
Humanities,0.2621102794459901,8.0,1.0,22.17429291277779
Humanities,0.2973871838979195,6.0,1.0,30.131113902817074
Humanities,0.1943359978649928,5.0,,29.908692225886035
Psychology,0.1127491126407472,10.0,0.0,11.380753295890504
Humanities,,6.0,1.0,10.346916547386664
Psychology,0.2467591355711247,300.0,0.0,24.617407591736935
Economics,0.3982374970963572,11.0,1.0,20.220346225508553
Economics,0.173350806435505,3.0,100.0,24.20412995625693
Psychology,0.2456467581634053,0.0,1.0,13.849567387306216
Humanities,0.3423150726203995,7.0,1.0,18.658207241104577
Psychology,0.1099915868115639,10.0,,31.258207322772343
Other,0.3880770731483431,9.0,1.0,22.487998290091763
Economics,0.1717847019826853,1.0,0.0,27.097672740291703
Economics,0.1616693214388401,3.0,1.0,16.229247168381477
Psychology,0.3752600573221044,4.0,0.0,13.822761717086518
Psychology,0.2983278065144534,4.0,0.0,150.0
Other,0.2073515317256277,8.0,0.0,5.512549902771114
Humanities,0.1209826330852672,2.0,0.0,9.146582790150752
Other,0.1572849294143583,9.0,1.0,31.422865684624377
Economics,0.341611204218449,8.0,0.0,8.725763809994934
Psychology,0.2382327816593093,10.0,0.0,13.141775026570814
Other,0.3304538507412048,10.0,0.0,5.345793294998578
Psychology,0.3151173917466329,5.0,1.0,12.743199970565849
Humanities,0.1971984414375384,7.0,1.0,7.368744971614146
,0.1315574929734704,1.0,0.0,27.73883563098537
Psychology,0.2063183525261365,4.0,1.0,15.278634356448084
,,10.0,1.0,23.89930400421796
Other,0.339528605642823,11.0,,27.529461792950656
Humanities,0.1735471380273289,4.0,0.0,29.42223436032088
Humanities,,6.0,1.0,16.132241921308
Psychology,0.203784660179133,6.0,0.0,20.094437438621902
Economics,0.2693769647058814,10.0,0.0,12.703696121928164
Humanities,,10.0,0.0,6.040326258467459
Economics,0.2697807538946258,0.0,0.0,24.681274834148983
Humanities,,6.0,0.0,15.761723644156913
Other,0.359705174896845,2.0,1.0,12.73415887252366
Psychology,0.3633294615925824,0.0,0.0,18.88000218522982
Other,0.2202445583292401,1.0,1.0,21.639754914780617
Economics,0.372008134935412,10.0,0.0,31.442842324477574
Other,0.3458027858552141,10.0,0.0,14.707613805986998
Other,0.192729552563197,,,28.267975362770855
,,4.0,0.0,17.423382910019992
Other,0.1035764213968012,8.0,0.0,31.90954808625525
Psychology,0.2453287078364095,3.0,0.0,31.00853576446583
Humanities,0.2711110146505727,4.0,0.0,23.185035637132753
Psychology,0.3533868863310341,0.0,0.0,9.788424998217977
Economics,0.2383360806737034,6.0,1.0,21.23194416723976
Economics,0.2270623823266899,3.0,0.0,8.080995807764474
Psychology,0.369534994403859,4.0,0.0,16.04431486718108
,0.2415576005311467,8.0,0.0,31.53623554371981
,0.1151216403352591,,0.0,15.443312291617184
Other,0.3473100665281269,7.0,1.0,5.281815498154627
Economics,0.1264597618453594,4.0,1.0,9.827888465828108
Humanities,0.3720276891613017,4.0,0.0,29.562707484122903
Humanities,0.1282499284772377,11.0,0.0,8.64753040787556
Economics,0.1233380681150346,10.0,1.0,29.186472853894784
Economics,0.353107778550279,3.0,0.0,29.760435583120454
Psychology,0.13875169492252,8.0,1.0,19.892968887629127
Humanities,0.1300804425303794,0.0,1.0,23.65784582801972
Other,0.3787886927034773,6.0,1.0,-10.0
Humanities,0.3459665501316821,11.0,1.0,9.869477745523191
Economics,0.2416660142713356,5.0,0.0,5.945219427788942
Economics,0.3282040749893135,8.0,1.0,13.8568454867361
Other,0.280310217602768,8.0,0.0,18.235830555208764
Humanities,0.2164670758900472,5.0,0.0,7.795321436082517
Economics,0.3287188939281308,5.0,0.0,7.601166815039937
Psychology,0.3677756639805972,10.0,1.0,23.543613244951565
Psychology,0.3308161446859862,0.0,,29.502338377308835
Humanities,0.3102095567283572,11.0,1.0,17.929408750216925
Humanities,0.2897594093822171,8.0,1.0,12.727606123917292
Psychology,0.2675072820057373,11.0,1.0,6.47272629124938
Psychology,0.1913953333015213,4.0,1.0,18.448741493183725
Economics,0.3330534799301163,8.0,1.0,10.551678823017362
Economics,0.1616734767648845,9.0,1.0,29.574496454899627
Mathemtics,0.2545680090732048,4.0,0.0,27.351659473088795
Economics,0.3128526538093681,11.0,0.0,19.47531435013375
Other,0.3697860043178896,7.0,0.0,19.87178473093774
Economics,0.1863097269343149,5.0,0.0,15.06981541268329
Humanities,0.2535611859629074,7.0,0.0,10.301000374035413
Other,0.3272087192070687,9.0,1.0,20.245989534766615
Humanities,0.2494593001263275,6.0,1.0,24.16119357916646
Economics,0.3216777188373179,1.0,1.0,31.436007686726107
Economics,0.2189586901328187,10.0,0.0,14.319467764719713
Psychology,0.1771977492994241,2.0,1.0,23.028062093423607
Other,0.1782282823507879,5.0,0.0,24.660148014038896
Other,0.2586499769621659,7.0,1.0,13.253140175147587
Psychology,0.2550707067258144,5.0,1.0,28.6378407543175
Other,0.3419409973242127,6.0,0.0,30.211416560839258
Other,0.3729265142545139,10.0,0.0,8.98157465419081
Other,,10.0,0.0,7.73759092476433
Other,0.1914414874836738,10.0,0.0,22.304590012515117
Other,0.1336405000121999,3.0,1.0,15.235303846670927
Other,0.210178067851729,6.0,1.0,28.39390335927128
Economics,0.1885661814894134,5.0,1.0,10.933380898672542
Other,0.1587769559884937,11.0,1.0,20.746114543706824
Other,,6.0,1.0,12.509039294644108
Psychology,0.373741199791117,5.0,0.0,23.235028859973912
Humanities,0.1561683694566931,8.0,1.0,12.684892781744908
Psychology,0.3122364173336743,2.0,0.0,10.934805039890325
YouTuber,0.1694735511021873,8.0,0.0,5.591972723559175
Psychology,0.3661039922769092,4.0,1.0,13.310532965852316
Other,0.1442622156242184,2.0,0.0,26.710498013536856
Psychology,0.3676821358495249,0.0,0.0,28.435378717532416
,0.2498740470898937,7.0,1.0,21.13837949304798
Other,0.3522313115335505,8.0,1.0,7.911511835738932
Humanities,0.3476958471875336,8.0,,10.16240406225485
Economics,0.2389406366917547,9.0,1.0,17.43193978654215
Psychology,0.189300558234062,5.0,1.0,26.711344353067325
Psychology,0.3928295508589765,10.0,0.0,9.393497885323644
,0.3057992197620053,6.0,0.0,19.871430713224655
,0.3900922210915465,0.0,0.0,21.040848549105736
Economics,0.394087635176625,,1.0,23.13468849222908
Psychology,,0.0,1.0,14.911404485500398
Psychology,,3.0,1.0,6.2959475597481385
Psychology,0.2392973392063876,4.0,1.0,18.195496336976355
Other,0.2317005408889377,6.0,1.0,6.204403790509735
Humanities,0.3101823155986273,10.0,0.0,21.00537084030853
Economics,0.1198837962451945,1.0,0.0,19.39593907289056
Psychology,0.3479555347541967,10.0,0.0,17.425759233345932
Economics,0.3403491428957246,9.0,1.0,6.804477982362895
Other,0.2006590393765802,8.0,1.0,6.785028122661451
Humanities,0.1142526899278346,1.0,1.0,22.20397990797171
Psychology,0.1418596027213884,8.0,1.0,29.6551103957056
Economics,0.347724598679564,3.0,0.0,7.528556424084189
Economics,0.219358913665387,8.0,0.0,21.804856904225375
Other,0.3636474968986039,5.0,1.0,6.815740825400315
Economics,0.200630125405919,250.0,1.0,17.889103659376715
Other,,8.0,0.0,24.059227839876097
Psychology,0.2464774747575211,11.0,0.0,14.043961493545238
Other,0.2430782347487212,3.0,1.0,31.596969681392903
Humanities,0.2741504078875945,4.0,0.0,29.602025456864254
Psychology,0.1044697020189739,3.0,0.0,24.31864597431847
Economics,0.2150172392662787,9.0,1.0,25.719687895003748
Other,0.3939321563752349,6.0,0.0,9.763757964490503
Economics,0.1553688602670575,6.0,1.0,21.09063519915007
Psychology,0.359656174351506,6.0,,110.0
Psychology,0.3004092747103564,9.0,1.0,29.87127139682474
Economics,,1.0,1.0,12.195763485348692
Humanities,0.2588160591113304,11.0,1.0,30.27370053420201
