current_degree_field,gpa_percentile,programming_experience,research_experience_months,project_portfolio_count,online_courses_completed,soft_skills_score,degree_field_match_bonus,academic_fit_score,estimated_skill_gap
Psychology,0.7047587492723717,1,20.470358036281002,3,2,0.5566789832912791,0.0,44.11300408760798,High
Business Administration,0.7786685169540363,0,16.340746566117957,3,3,0.5740977416206814,0.0,37.80016823577804,High
Computer Science,0.5775509975489983,0,16.68762026812706,4,5,0.38015747799636224,0.3,37.76932499628618,High
Electrical Engineering,0.6172405840093061,2,21.532603220978196,3,6,0.5635388979800307,0.0,53.28991943657751,Medium
Electrical Engineering,0.5646676854825982,1,2.0934348779126983,0,2,0.3946288410560628,0.0,26.06489980770737,High
Mechanical Engineering,0.6182413084247226,1,1.2412852258078586,4,5,0.6678886694490163,0.0,34.237945990659725,High
Other,0.77873356683829,1,1.4764416982279194,5,2,0.6934833387001276,0.0,36.27519859251701,High
Biology,0.7694232320472764,1,2.9457217726451876,6,4,0.6966980661952825,0.0,39.726813906728225,High
Civil Engineering,0.8176656971678422,0,9.0399938905146,6,3,0.4328685462587132,0.0,35.75598134206124,High
Psychology,0.6765401141343849,0,7.3314748190187,4,4,0.6698450420859151,0.0,31.844899825675885,High
Design,0.43154535618280054,2,8.243339215836158,6,0,0.6465764065433097,0.0,37.00693628051749,High
Physics,0.6760469566793847,1,3.1070128335433296,4,2,0.6936768235701263,0.0,33.9781077224665,High
Mechanical Engineering,0.6254779006924475,0,8.866391380536381,2,1,0.6594864858050948,0.0,26.9758745591719,High
Business Administration,0.5929945126017755,0,7.131828337994055,4,2,0.3277190366131448,0.0,25.920850709356394,High
Physics,0.8123612721165182,0,3.5681267056656343,3,2,0.5782011238503465,0.0,29.68011661320571,High
Electrical Engineering,0.4580091467781696,1,23.327185503430638,7,1,0.6245253159265935,0.0,42.06901285539803,High
Chemistry,0.6823473891280242,0,3.6603853708676217,1,5,0.44893881631252897,0.0,27.34111966655551,High
Mechanical Engineering,0.7893581806788785,2,10.513917088925803,4,6,0.5548081853946678,0.0,51.41252695785727,Medium
Arts,0.6184266940195066,1,5.537222357997498,3,3,0.6813902434555887,0.0,34.24504920818071,High
Arts,0.5202797128151369,0,8.438045846216422,5,3,0.3794069621349093,0.0,26.927806284938235,High
Computer Science,0.8914114537663613,0,5.029796601516157,4,3,0.5521687286501183,0.3,37.18975286335723,High
Civil Engineering,0.445733497573292,0,0.3729445524825124,4,3,0.6377821535481979,0.0,20.565338552374858,High
Biology,0.7737713644118535,1,2.5026757217660967,9,1,0.5299038841900001,0.0,37.974642524016815,High
Law,0.609555907538861,1,0.7653735834015862,6,5,0.7776045890502542,0.0,35.77194579001546,High
Political Science,0.6812560379612473,0,0.2704013095043881,5,2,0.5465079211960876,0.0,25.682941373451865,High
Political Science,0.789183206555228,2,9.670634903843073,8,3,0.4764499781546504,0.0,50.48931020288921,Medium
Computer Science,0.5312356037357112,2,3.5712214579059505,5,3,0.6956554809923456,0.3,42.07451424287906,High
Architecture,0.7493424700367022,0,10.049920716297875,3,4,0.5032637733832117,0.0,33.781081065519786,High
Electrical Engineering,0.744397329209202,1,3.4800952482878,7,2,0.6268396332118078,0.0,37.83585759313563,High
Mechanical Engineering,0.6132115856412379,1,21.25413683513158,6,6,0.514207773884579,0.0,48.351830699077745,High
Electrical Engineering,0.5096515481504635,1,0.7279962770625993,4,4,0.5663669947866758,0.0,29.69478801752576,High
Electrical Engineering,0.7917157595698419,0,5.32517396185097,5,2,0.8135755105534987,0.0,32.9390052681704,High
Computer Science,0.8219274082941714,0,8.168850135468862,2,2,0.7610741829742803,0.3,35.95908745689373,High
Sociology,0.8316135795196195,0,0.3991110718570397,2,3,0.4218395079459176,0.0,27.648981447630725,High
Electrical Engineering,0.6587198301413952,2,7.3127895925803506,0,1,0.5299616362766346,0.0,38.021630763614105,High
Political Science,0.7828639535311932,0,0.2826464751293996,3,2,0.5079333205610665,0.0,26.537919488041037,High
Civil Engineering,0.5348757554925687,1,18.148575329019074,4,2,0.6089802311816803,0.0,39.426321290526204,High
Political Science,0.6387770167676257,1,7.878508638319938,7,0,0.6173909681732129,0.0,35.897114825673334,High
Psychology,0.5781726983689811,0,0.5289311845963269,5,3,0.35637389643479417,0.0,23.316768931771204,High
Political Science,0.7331148992170271,2,0.29841522111638336,7,3,0.6176795887374775,0.0,43.18611327064414,High
Computer Science,0.3777227261220661,0,11.519088349942955,7,0,0.46956623211424076,0.3,27.240329532337203,High
Computer Science,0.9447660029201803,0,0.5578842124079619,3,2,0.6979541084921443,0.3,34.70759824822021,High
Economics,0.37925416632129116,3,23.249928611153116,2,2,0.6113594549195066,0.0,50.56935681460051,Medium
Computer Science,0.35282087181094907,1,9.764117594996105,8,4,0.3921839032955252,0.3,36.55068147529058,High
Economics,0.6218319203796487,0,6.42367228952647,6,4,0.7586255407482552,0.0,31.853720894186537,High
Mechanical Engineering,0.4277506048491088,0,16.786212682748182,4,5,0.6414545461202732,0.0,32.3924207785467,High
Law,0.2994534439915168,2,4.160016088037886,1,5,0.5814990375111427,0.0,32.07717467570065,High
Mechanical Engineering,0.6542436346659577,1,10.340633565005515,4,0,0.8528011189739646,0.0,36.74965910631388,High
Computer Science,0.6042135406688031,3,6.451454900240298,5,3,0.8717932108476563,0.3,53.24646388360854,Medium
Civil Engineering,0.5911063246578551,0,1.1214975862779584,5,5,0.4698963322655274,0.0,26.57807576919774,High
Electrical Engineering,0.7956593006491297,2,3.368644248846323,6,1,1.0,0.0,45.83021850509053,High
Law,0.5411108183351175,0,0.574776431439752,3,2,0.3768814545037569,0.0,20.02141300054657,High
Electrical Engineering,0.42742474672873865,0,0.7391374102046575,1,5,0.5035292834422688,0.0,19.415225966807725,High
Computer Science,0.701808778626464,1,8.606822599294645,3,2,0.5181169237979564,0.3,39.431734875877204,High
Computer Science,0.4989491891464014,2,12.297287392545112,4,0,0.49712898099368047,0.3,41.97851258730247,High
Business Administration,0.8350613483260297,1,5.834974997426379,5,2,0.7442412140153307,0.0,40.66126581828555,High
Chemistry,0.7418082682773379,2,2.871176666287314,5,0,0.5220576940466084,0.0,40.0333139269294,High
Electrical Engineering,0.5740240928455478,1,3.776692159965669,3,4,0.33922438052597464,0.0,31.323823490413776,High
Political Science,0.6058145431478467,1,0.8035390232626396,7,5,0.5479421837255559,0.0,35.30395305352977,High
Economics,0.7621973749168383,1,12.227295951609124,3,4,0.33360371482317347,0.0,41.281679583459194,High
Economics,0.6719530911132165,1,1.9171347364510842,9,3,0.6638838698614482,0.0,37.733122504086246,High
Computer Science,0.6361939670550286,1,6.631129234378502,3,6,0.4031901082400271,0.3,39.98192215572908,High
Computer Science,0.6084831390372183,0,2.333702679992137,3,4,0.5758792150317025,0.3,28.800038726084058,High
Business Administration,0.4388061632539728,0,1.889675575100128,4,1,0.38046772955403174,0.0,18.05353996355706,High
Business Administration,0.3311514788449456,0,1.6687543145487074,3,3,0.5064367415325135,0.0,17.10394212537915,High
Architecture,0.662865854852045,0,3.663746934789008,4,0,0.6664093338481532,0.0,25.193534874785023,High
Psychology,0.6008759328508501,0,0.3967963083777333,8,2,0.5213941224531753,0.0,25.876866626273213,High
Business Administration,0.6576904825875936,0,10.25596288451049,4,3,0.6387527445293649,0.0,32.046002590155716,High
Civil Engineering,0.9017324261060438,1,5.0458909682706174,7,1,0.7188645389560641,0.0,42.207981869267215,High
Political Science,0.5574603461216006,1,17.349336083960743,4,3,0.3105051418785137,0.0,38.999036081574715,High
Business Administration,0.6192708944515344,1,0.9142311302570384,8,2,0.6323655866609894,0.0,33.88166141767062,High
Other,0.5767373901756517,0,2.121839103118128,2,3,0.5419943724867898,0.0,22.954556056274075,High
Sociology,0.7013565322820241,2,1.1692830406307795,7,4,0.6529039351630416,0.0,44.11256821659339,High
Physics,0.661677361655845,1,0.3702553636384273,5,0,0.723696335504204,0.0,30.80849198785783,High
Electrical Engineering,0.7737635384665408,1,2.9655345486794316,6,2,0.691552793870826,0.0,37.82197819060897,High
Business Administration,0.8112538065379561,0,4.942184762320203,1,1,0.6110676814002148,0.0,28.1755490469001,High
Computer Science,0.6669210812827413,2,0.550451244785247,1,6,0.5824267436004633,0.3,43.01252611139496,High
Biology,0.6471270521524641,1,2.3741751768121233,4,0,0.588678593963648,0.0,30.27209542580409,High
Electrical Engineering,0.8142284396884035,0,1.412321660666011,5,1,0.7176364025759164,0.0,29.576594043005926,High
Electrical Engineering,0.8586331402274584,1,29.2883233433562,5,3,0.43962357092855886,0.0,52.08061302699593,Medium
Other,0.8202737469084259,0,0.5220716549624278,6,0,0.6305297525068315,0.0,28.485787219596325,High
Chemistry,0.6676058849514058,2,2.5965739271529626,2,2,0.46294081146416743,0.0,37.46104321890992,High
Computer Science,0.5084239892894726,3,0.6335941071632878,4,0,0.922712321779188,0.3,43.72015765810981,High
Electrical Engineering,0.6186214768542292,1,3.418292015038508,6,5,0.7000851471244954,0.0,37.26906183304394,High
Design,0.5059301815061639,3,5.121077044458833,4,1,0.43641198111788,0.0,42.030987596030265,High
Architecture,0.5790459805716932,1,2.374104195767911,4,9,0.6668588200885937,0.0,37.96092540375691,High
Psychology,0.5900303911319813,0,3.3219234283305514,5,5,0.7590274672126649,0.0,29.37209925706945,High
Mechanical Engineering,0.5412983120513369,0,4.302102891683386,9,1,0.6523177536404622,0.0,27.23286087678785,High
Business Administration,0.6550461408183003,1,0.5226018468535542,7,4,0.5684952450584041,0.0,35.46192256669966,High
Medicine,0.9425964843360696,0,2.9539034408642846,0,3,0.4922254076393674,0.0,30.872228797138753,High
Medicine,0.6758740626932457,0,2.395703406937513,3,2,0.6066595015554561,0.0,25.67746370444437,High
Psychology,0.6341046109708283,2,5.157412777085634,2,1,0.762628423591788,0.0,38.7224737112415,High
Mechanical Engineering,0.8126629192080335,1,0.983459625602155,5,3,0.5617064502846646,0.0,37.15643416429217,High
Mathematics,0.6451377663127258,0,11.911109028730678,4,1,0.6078456892762545,0.0,30.61211574715609,High
Computer Science,0.5258429226940181,2,0.5709170423741932,3,1,0.41773322026942883,0.3,35.174895653514795,High
Electrical Engineering,0.6482127014686133,1,0.5375091363423053,4,0,0.682394794641667,0.0,29.61990138680428,High
Biology,0.7224649026254271,0,10.832987663622827,5,4,0.5571056128621448,0.0,35.36776791971067,High
Economics,0.8933358140885492,1,1.3100735608551632,5,1,0.6136291496733677,0.0,37.637003742781715,High
Mechanical Engineering,0.6209634667222792,0,0.2191274090470447,5,1,0.39658814433241785,0.0,22.39398202037347,High
Economics,0.5681916299490244,0,5.276551342886963,3,3,0.6742596412754016,0.0,26.12393354440697,High
Law,0.4179883256143334,3,0.26392205808993824,6,4,0.8912498928695325,0.0,43.57090889101221,High
Business Administration,0.5993683780879717,2,5.349474563186045,7,1,0.6393975006297556,0.0,41.10795189067268,High
Psychology,0.8029841940439186,0,11.209220608548973,1,3,0.9162954156800502,0.0,35.41184480984133,High
Computer Science,0.6323988122943259,1,13.036907183743335,8,3,0.8535524676855166,0.3,46.89246630229198,High
Chemistry,0.6400010401764875,1,2.3854138159519045,3,0,0.7163666750657846,0.0,29.98940968137772,High
Electrical Engineering,0.5778302825888796,1,2.866473406713201,3,6,0.36898538248385204,0.0,32.998896523003665,High
Computer Science,0.6715977809687808,2,4.139715454795931,5,6,0.5859869276401275,0.3,48.39053465500094,High
Electrical Engineering,0.6425328137917492,1,2.2487528432799633,3,3,0.6425439194592872,0.0,32.598177135806814,High
Other,0.6056165529460397,0,4.01728491761771,3,2,0.6102554595426853,0.0,24.952494194875488,High
Computer Science,0.5054609536164506,2,3.284341800606711,5,2,0.8737240285970529,0.3,41.14119094210906,High
Civil Engineering,0.7779326522997876,0,2.3201987069957135,3,1,0.5386354743766714,0.0,26.841617871250367,High
Biology,0.3951380477076096,1,2.416541968179744,7,4,0.9354293397145292,0.0,31.982603288041894,High
Computer Science,0.6396022513316464,0,6.557658803916379,5,4,0.7314527106972863,0.3,34.495856589225326,High
Electrical Engineering,0.5398663012529836,0,1.217257565697847,4,3,0.7442394323251995,0.0,23.978640671511744,High
Electrical Engineering,0.7406300546987451,2,5.6384980888746,3,5,0.3863685186567196,0.0,44.55498859963218,High
Computer Science,0.6389970595928917,3,10.315764495998533,3,3,0.7326550635238689,0.3,54.33555461744072,Medium
Electrical Engineering,0.6070067597594263,1,0.7472234418155693,6,5,0.4619819976278534,0.0,34.11876029992632,High
Business Administration,0.7462840497972707,0,2.9302255399500954,3,6,0.34267836187451334,0.0,30.451884016773143,High
Architecture,0.40906912842369725,2,1.48814421939288,5,3,0.6511556823662977,0.0,34.495930092877806,High
Mechanical Engineering,0.7575201396829231,1,0.6226483660171296,1,5,0.35856932486169885,0.0,33.536672011808946,High
Civil Engineering,0.46089810482301885,1,24.40144284897159,4,1,0.44448623459093184,0.0,39.41155046019679,High
Sociology,0.7139988627787393,3,3.176303690282735,2,5,0.420890565418479,0.0,48.439614202987585,High
Physics,0.6873070634629663,1,1.836123346749123,5,3,0.8855051605466289,0.0,36.17444614769217,High
Sociology,0.6266542182937951,0,4.330204763257091,5,5,0.7221904403026317,0.0,30.733685635893718,High
Mathematics,0.7352267284228968,0,25.820966394975837,9,1,0.8348400892005934,0.0,45.304868656575394,High
Business Administration,0.9283128817187667,1,0.625209340360963,4,3,0.5302953965055663,0.0,38.916721529889266,High
Electrical Engineering,0.6928402433202563,0,6.921385263079097,10,4,0.33442931539247334,0.0,34.81901844939321,High
Computer Science,0.7883188135449216,0,2.9249585708252663,4,4,0.5218135627191736,0.3,34.145137258984704,High
Mechanical Engineering,0.5775878083156382,2,6.278922836246397,2,3,0.5973553123259653,0.0,39.184131875508115,High
Computer Science,0.7914204248632227,1,3.344023893111742,3,1,0.596307877474155,0.3,37.773731608812845,High
Political Science,0.7753907589421384,0,6.604009448811091,4,2,0.8209842489604164,0.0,32.61719612386248,High
Civil Engineering,0.5974488792770772,0,4.129569610932438,1,2,0.5663383882890041,0.0,23.09889493020472,High
Education,0.6496468157396044,0,6.937478084654984,4,1,0.8023169607305923,0.0,28.588679000052434,High
Computer Science,0.4372536509229116,0,2.3173433350328865,4,7,0.5292166158247791,0.3,28.025763936592234,High
Electrical Engineering,0.5430324567374638,2,1.9736470430986277,5,3,0.552804353737777,0.0,37.65669592239546,High
Law,0.5700895194136116,3,5.774144379382545,4,5,0.7385640145204349,0.0,49.55389829505655,High
Computer Science,0.39200028900023076,0,3.3586788016244395,2,5,0.5737908789815928,0.3,24.268135870929008,High
Architecture,0.7329564217137566,0,2.3581584310022596,2,2,0.6283864023144876,0.0,26.439691573792768,High
Physics,0.708099473408323,0,1.5088958406628201,4,5,0.37896076493938713,0.0,28.540350560319276,High
Computer Science,0.7257838717419784,0,0.05067579251399111,4,1,0.7845654199102947,0.3,29.09909626342218,High
Electrical Engineering,0.5131386109700314,1,9.950437585437168,4,2,0.5895823592787766,0.0,33.662067228209565,High
Mathematics,0.6714948374301635,0,7.557143539358538,5,5,0.23665766187456916,0.0,31.443873957226018,High
Mechanical Engineering,0.49849771924156305,1,0.9906423987695077,2,3,0.2992450921461918,0.0,25.744486607667643,High
Electrical Engineering,0.6506158540691447,0,10.421826078131827,4,4,0.6986301924484457,0.0,33.27218861280324,High
Mechanical Engineering,0.8924161691843737,0,11.951473085068411,2,1,0.5607780323155797,0.0,35.083965069354996,High
Law,0.7126940271466589,0,3.1353938571954822,8,4,0.5884192135891121,0.0,32.71906790735921,High
Business Administration,0.6893059706494497,0,9.295797225019271,2,3,0.4383984882788444,0.0,29.73451497326751,High
Electrical Engineering,0.45114626318743645,0,0.597499016007194,6,3,0.4676446904960573,0.0,21.490316917170695,High
Mechanical Engineering,0.7690107795135105,0,7.439734154004906,4,5,0.5348248189024938,0.0,34.5492274286033,High
Business Administration,0.5174783259534074,0,14.47922384248444,2,5,0.4761479255694576,0.0,30.867212678235248,High
Economics,0.6451688353983744,3,21.82540723859753,6,2,0.655758859338459,0.0,59.54889470577511,Medium
Psychology,0.881876664968099,2,1.238899890449268,6,2,0.8360054814229605,0.0,46.834589796181405,High
Electrical Engineering,0.5989680854868118,1,7.223947958801984,7,1,0.48200306910177615,0.0,34.815851623597084,High
Civil Engineering,0.6748200930468461,2,0.7617295785440997,4,5,0.6575466895067438,0.0,41.967650093628265,High
Medicine,0.7708949000379486,0,20.95003491776611,5,3,0.7043350551888794,0.0,42.63781960049693,High
Psychology,0.6961881128127796,1,4.714245005411893,6,3,0.4604472495629087,0.0,36.820008863183126,High
Psychology,0.5433954356465899,0,2.300947510612324,4,2,0.5853098560025434,0.0,22.949527365310168,High
Electrical Engineering,0.40179752572885896,0,4.884959779507536,9,0,0.4585752613443269,0.0,22.14091431213532,High
Education,0.7723279553695954,2,0.8555840404291724,5,2,0.7615982578779902,0.0,42.73426353223141,High
Business Administration,0.800402935136559,1,9.093657937555532,5,6,0.762467126382592,0.0,45.92261188796581,High
Arts,0.5979245908269073,2,10.843769473664556,6,0,0.6502024992483716,0.0,42.80981652128822,High
Political Science,0.7761434726755141,0,1.0811065276935787,1,4,0.567789545530403,0.0,27.668226124348354,High
Electrical Engineering,0.554104457786986,0,3.6832871084926193,3,6,0.6382975734351319,0.0,27.596153754658197,High
Other,0.708955366545422,3,14.279306021862803,3,2,0.7605887475783424,0.0,54.70139416519151,Medium
Education,0.5222787677156041,0,9.845932034271664,6,4,0.5411011800663036,0.0,30.416182614641407,High
Chemistry,0.5113297694159444,1,4.32510252132932,5,1,0.4548281054598591,0.0,29.177240505195396,High
Law,0.6190641436954385,0,16.819154916744548,4,3,0.8515104504495363,0.0,36.24612766759899,High
Electrical Engineering,0.6553135240169878,0,20.77232270340707,1,0,0.36496797567037853,0.0,31.940379668406006,High
Chemistry,0.44620176701356806,2,2.495793429932929,7,3,0.4290287870992149,0.0,36.44339233787669,High
Civil Engineering,0.6853294323842399,1,0.3584196723838034,1,4,0.718045103323036,0.0,32.36414028812772,High
Sociology,0.7104749985049614,1,12.793456189919823,3,3,0.4639148773377154,0.0,39.99402613467917,High
Computer Science,0.8518686623446724,0,18.57547089361732,2,2,0.6894133851463998,0.3,42.85345279285964,High
Computer Science,0.6236155803854171,2,1.2234876796798928,2,2,0.5977660305733066,0.3,39.17723279563523,High
Business Administration,0.5522052597964656,1,1.2363751569365418,4,2,0.7324804750858962,0.0,29.90693501009313,High
Business Administration,0.7200378954291073,0,1.2136844919109682,2,3,0.5772027765152797,0.0,26.14551407574844,High
Biology,0.5963434955815388,0,3.474207660714504,3,1,0.8627761632385474,0.0,24.643847993677774,High
Economics,0.8283337179913761,1,5.052362629457317,4,0,0.6584627207396019,0.0,36.825049863559904,High
Political Science,0.789534087910153,0,2.8602316321270957,1,5,0.6878144605506854,0.0,30.71506927058669,High
Civil Engineering,0.8428094969599176,1,7.3882297696240755,5,1,0.8564873773601938,0.0,41.386984583480626,High
Computer Science,0.5273626729019885,2,2.416543261993301,4,2,0.4101741743582789,0.3,38.07861056642026,High
Medicine,0.587885624244522,0,26.19638518044325,6,3,0.6779047644338956,0.0,40.58666442828253,High
Electrical Engineering,0.7817349373037321,1,0.17320015242722078,3,3,0.4244852997183014,0.0,33.69071669311849,High
Psychology,0.583228859835115,2,7.685604554596502,3,4,0.3989862434311637,0.0,40.96248889298984,High
Architecture,0.5652823343184643,0,12.61639581259153,2,3,0.5798836177768678,0.0,29.416723829715654,High
Education,0.5965570684579293,0,4.951474458382718,5,3,0.5580011398996656,0.0,27.54860394743576,High
Sociology,0.7221021750235996,2,4.491423473247642,6,5,0.8105462127123276,0.0,47.74575844326474,High
Computer Science,0.7091204684193699,1,1.9517514767481323,2,0,0.41665835408276325,0.3,32.197814820532315,High
Physics,0.7213074335268772,3,36.7784699903721,5,3,0.8312296975980453,0.0,63.93883432616216,Medium
Economics,0.6203823967685266,0,4.119794361909075,4,1,0.7820051609638323,0.0,25.994457200225497,High
Arts,0.6872617283376168,0,1.0354232304426358,5,4,0.46458723472779995,0.0,27.90161890110607,High
Economics,0.560076313586797,3,12.146884772474028,3,2,0.6980887923503895,0.0,49.33415478421814,High
Computer Science,0.528049707370772,3,0.30559015549768953,3,7,0.9226076704119665,0.3,50.25527488351519,Medium
Electrical Engineering,0.6788763598434303,0,0.04127417648291458,5,1,0.5896218016145347,0.0,24.695814364460254,High
Business Administration,0.6457812640185654,0,2.231951236829376,2,0,0.5243153488479918,0.0,21.661077867722454,High
Biology,0.5775064168624422,1,4.935904505640311,4,7,0.45191135466720095,0.0,36.44882417758892,High
Civil Engineering,0.8414620997348813,0,3.8546513575177546,0,2,0.5527423411546564,0.0,28.20942129759391,High
Education,0.6486832716078524,3,5.181285663341999,3,6,0.6549842790343586,0.0,50.980306724956854,Medium
Computer Science,0.6511359243461007,2,4.832874713414153,8,4,0.6587013584433835,0.3,48.925784930086614,High
Biology,0.499304020635581,0,7.180240605922602,3,4,0.8201712095425849,0.0,27.321106942304077,High
Electrical Engineering,0.7911796929668801,2,7.4121573615854786,5,7,0.6093840567606015,0.0,51.54234429229926,Medium
Law,0.578775700643061,3,1.2848931186655441,4,4,0.27386135503257847,0.0,43.64175749040538,High
Psychology,0.6944808628900172,1,2.9853663597423505,3,5,0.6858599756066914,0.0,36.57384209178952,High
Computer Science,0.6515562850485325,1,16.31161488470967,1,3,0.8429889727907187,0.3,44.11527795977712,High
Computer Science,0.6710712495619783,0,9.623259304482314,1,1,0.7524395263861708,0.3,31.303515936281755,High
Design,0.48798208324282955,3,14.297861781080972,0,1,0.5057559658511274,0.0,44.664495523501984,High
Chemistry,0.7996473396464211,3,19.562833424274952,4,4,0.6122443515700235,0.0,62.27917613918249,Medium
Other,0.8629123322779347,0,9.868900777161478,0,4,0.6154944793535368,0.0,34.818343689441974,High
Computer Science,0.8317230482956861,3,5.291045678535398,2,6,0.5251083989646678,0.3,57.225521751300114,Medium
Business Administration,0.5917972039896034,2,8.63038177468475,4,2,0.8456115072460803,0.0,42.75030957848179,High
Electrical Engineering,0.8241699683928769,0,5.694356578574458,6,2,0.7994464356002945,0.0,34.66045424943243,High
Biology,0.7553785820949691,0,15.088633740340278,6,6,0.5294216484993117,0.0,41.46196888258346,High
Computer Science,0.8792431840556609,1,3.107410539249207,3,4,0.6621245641037681,0.3,43.15050067560778,High
Arts,0.5420805536794061,2,3.1403102796669176,6,1,0.6520046217794309,0.0,37.608064209007466,High
Computer Science,0.7939604719923081,0,25.41455157191092,3,1,0.5271088117014604,0.3,43.734555858315,High
Other,0.6612644633469253,2,5.047764220628885,2,1,0.6435511607482707,0.0,38.737553358640874,High
Political Science,0.36864716579220647,0,0.039549890742742566,8,0,0.7619253939382022,0.0,19.05052479621039,High
Computer Science,0.5904928964656367,1,11.219567619041111,4,3,0.7010789921212914,0.3,40.94661380081474,High
Civil Engineering,0.7571315243419138,2,0.9588809070161801,5,2,0.6682083598552807,0.0,41.95196380804269,High
Electrical Engineering,0.8364409164121098,2,41.7085472371152,4,2,0.6985173521481054,0.0,57.736943004376606,Medium
Arts,0.39994573886586887,1,11.183043801849065,3,1,0.5451321207621966,0.0,29.630373118280037,High
Computer Science,0.6712191008535019,0,4.907726652462891,5,2,0.6365677486605076,0.3,31.780645422429394,High
Electrical Engineering,0.708056714300544,0,18.18845716852262,6,2,0.5647414314520274,0.0,38.39291074510037,High
Computer Science,0.6658699398524017,2,0.3447601484997923,6,2,0.7015101830282486,0.3,43.20310783759699,High
Computer Science,0.5864035457732586,2,0.26492793115958474,3,5,0.4285325755604309,0.3,40.551664812441686,High
Business Administration,0.877169856965525,0,4.998160952711508,5,2,0.4772599048326648,0.0,33.18939654374614,High
Business Administration,0.5112195312197201,2,5.284541494181492,3,4,0.36720305955288995,0.0,37.502675345454215,High
Political Science,0.7640273699820122,2,6.609168635866629,2,1,0.5925154846659594,0.0,42.02732540363008,High
Mechanical Engineering,0.9022607174134636,0,1.2812680763390198,3,6,0.7049714375476972,0.0,35.13216767078696,High
Medicine,0.4943475507641459,0,5.911536615125985,1,3,0.6555698532579811,0.0,23.08124841984729,High
Civil Engineering,0.7412787135448597,0,3.220982112067038,4,3,0.4028308483471136,0.0,28.55923590039896,High
Computer Science,0.5608270287427772,1,5.309272949298353,9,6,0.789753971850848,0.3,43.70440783780181,High
Architecture,0.593065173786504,1,0.29534868807545916,3,7,0.5123868641055725,0.0,33.48982326190429,High
Physics,0.7157560854342637,1,3.731158167486452,6,2,0.4339004832198162,0.0,35.56204507330137,High
Design,0.6936974002531249,0,8.705675267031292,7,4,0.5047985099155622,0.0,34.55747459780049,High
Arts,0.5711172431343303,0,6.232680370025235,5,2,0.8342094983701787,0.0,28.094403801474922,High
Political Science,0.6661972995262783,1,2.9267047696182047,1,3,0.9104657071858971,0.0,33.45311817176449,High
Psychology,0.7629638025255926,0,0.34381705320700356,1,2,0.5109100590701844,0.0,24.593531016745114,High
Business Administration,0.5170583780747877,3,6.727658025977714,4,1,0.579901231006769,0.0,44.03075187313961,High
Computer Science,0.8112419615365167,3,3.0052840381016193,2,2,0.8835628437995682,0.3,53.07716578122427,Medium
Architecture,0.7650255361892173,0,1.9411938261724293,5,4,0.8591223913935799,0.0,32.3844965030561,High
Economics,0.482812131065236,0,3.539754536517872,6,6,0.46567558972816114,0.0,27.111027810595377,High
Civil Engineering,0.5289298104640097,1,4.523669949649094,5,3,0.8749356169359136,0.0,33.84188373147716,High
Biology,0.6596711870202059,1,5.776236577295521,6,3,0.4753605218841397,0.0,36.64539681240222,High
Sociology,0.5003015542674027,0,3.804259640716513,4,1,0.5104619994114061,0.0,21.437511129189918,High
Mechanical Engineering,0.6543420035273763,3,3.9179416426861216,3,4,0.6095661326109241,0.0,48.10509427791784,High
Law,0.5516317022229543,1,3.4931911108400175,3,5,0.677492654593664,0.0,33.27816693948386,High
Business Administration,0.6939754546636699,1,5.765719137231513,5,4,0.8174248077103262,0.0,39.456751532579744,High
Chemistry,0.65060622766592,0,7.163814528320201,6,4,0.6361421938222831,0.0,32.423250740959546,High
Mathematics,0.6850861665593819,1,2.4579855880628667,4,2,0.679018497044247,0.0,33.725154308411746,High
Mechanical Engineering,0.7123428980731312,0,1.4263961104032923,6,5,0.5665976254276679,0.0,31.033058147968678,High
Computer Science,0.5914968775186926,0,10.315538249015539,8,3,0.528536254571247,0.3,35.877314616458264,High
Electrical Engineering,0.4990057643352962,1,3.9324737741929363,1,2,0.44928644537915935,0.0,26.596039110815454,High
Computer Science,0.6884689804332287,0,7.605932507259814,6,3,0.5345529829702494,0.3,35.13819724271935,High
Economics,0.6563664987381853,0,0.46171164502735673,1,2,0.5629847426854847,0.0,22.26265596002415,High
Business Administration,0.5658194618977589,0,2.2307201872484277,6,3,0.590267112659983,0.0,25.991022227774152,High
Electrical Engineering,0.5892321443918906,2,4.443544403247342,1,1,0.5954082580172949,0.0,35.568393485246666,High
Law,0.682875106885465,0,4.711063177853374,6,6,0.7910835419305438,0.0,34.4717098679477,High
Chemistry,0.5806689653394069,2,0.13122661118159756,4,2,0.8270421017163225,0.0,37.06728460738862,High
Psychology,0.5879563682804331,1,2.3465725235353365,2,4,0.5169641618789237,0.0,30.917004510281696,High
Computer Science,0.8386494432131822,3,7.856836340161036,5,3,0.6164116621927351,0.3,58.70881710389387,Medium
Computer Science,0.43203733721824666,3,1.9619489652581525,5,5,0.6219777996479986,0.3,46.88704053198251,High
Physics,0.7289688195834879,0,3.6253505470181233,8,0,0.29111981858168445,0.0,27.945663674381947,High
Business Administration,0.6675684502073682,0,1.912322086663481,3,2,0.5013989423849536,0.0,24.64140727127365,High
Electrical Engineering,0.6426893332479996,0,10.31874294288574,2,3,0.8136444511374381,0.0,31.08466992619077,High
Business Administration,0.5566981017471584,3,0.8059205357056818,6,6,0.6396591276829818,0.0,48.11944851690993,High
