career_field,current_education_level,budget_constraint,timeline_urgency,age,years_of_experience,interest_alignment_score,skill_transferability_score,geographic_flexibility,learning_commitment_hours_per_week,has_relevant_certifications,has_industry_connections,current_career_satisfaction,family_support_level,health_constraints,language_proficiency,prior_career_switches,education_gap_years,target_career_growth_trend,viability_score
Software Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),29,0,0.5776623435507263,0.38095466289198787,1,22,1,0,0.4262102171945203,1,0,2,1,0,0.7384124095631655,0.5707857777623757
Teacher,Bachelor's,Flexible (>₹2L),Flexible (5+ years),18,0,0.5420292125441356,0.6064529616695522,2,17,0,1,0.6616044723113081,2,0,0,0,0,0.303297035947666,0.5952084149410779
Data Scientist,Master's,Very Limited (<₹25K),Medium (2-5 years),22,1,0.7538186565088971,0.6121185466780293,2,21,0,0,0.12976964388964513,2,1,2,1,8,0.5761740621084867,0.5403184008810926
Data Scientist,Master's,Moderate (₹75K-₹2L),Medium (2-5 years),22,7,0.7279563459169349,0.7317238071124567,0,7,0,0,0.576612707458704,1,0,1,1,0,0.46857027839446075,0.4511977187970434
Civil Engineer,Bachelor's,Very Limited (<₹25K),Urgent (1-2 years),33,9,0.43233793199005754,0.5692442423030344,0,36,0,0,0.6143433093078288,1,0,2,0,5,0.8253262614513746,0.4590700370173107
Software Engineer,Master's,Flexible (>₹2L),Medium (2-5 years),42,0,0.5238790061202112,0.6478326974370663,0,22,0,0,0.47543082359412364,1,1,1,0,0,0.3118983403554529,0.4512740816776687
Software Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),19,2,0.5056714982144307,0.6737109473837313,0,37,0,0,0.23888211018313585,1,0,2,2,0,0.6175729176429512,0.5348754821234367
Software Engineer,Master's,Limited (₹25K-₹75K),Medium (2-5 years),39,0,0.39482234459419496,0.6266786341139228,0,10,1,0,0.21901293915659564,2,0,1,2,0,0.43882951999620357,0.5214570930779079
Software Engineer,Master's,Very Limited (<₹25K),Urgent (1-2 years),41,2,0.5539555937026343,0.27329403944977,0,33,0,0,0.2526562091359806,2,0,1,0,1,0.3686528619255614,0.4746683906308047
Machine Learning Engineer,Master's,Moderate (₹75K-₹2L),Urgent (1-2 years),20,2,0.3626361987050121,0.4172611852158269,1,31,0,0,0.7347203060888777,1,0,0,0,0,0.3750290096916545,0.43338185270351537
Lawyer,Bachelor's,Flexible (>₹2L),Flexible (5+ years),27,7,0.7447809415182824,0.8170016734974883,0,22,0,0,0.4297229196690044,0,0,2,1,0,0.9148405491461296,0.528262320802136
Data Scientist,High School,Very Limited (<₹25K),Flexible (5+ years),22,3,0.5302442033673223,0.5261831586151909,0,34,0,0,0.8525252759755972,1,0,0,0,0,0.5298439928269914,0.4713422503083128
Lawyer,Diploma,Very Limited (<₹25K),Medium (2-5 years),38,7,0.8422853465212968,0.5923033621578035,1,12,0,0,0.48472393665882435,0,0,1,0,0,0.6892695617567777,0.4875298548828276
Data Scientist,Bachelor's,Moderate (₹75K-₹2L),Immediate (<1 year),24,2,0.8275619316862978,0.49055556095916436,1,32,1,1,0.6940079131315788,2,0,1,1,0,0.5402531024648844,0.7764079799477995
Software Engineer,Bachelor's,Flexible (>₹2L),Medium (2-5 years),32,5,0.6108043546934278,0.2830259578342187,1,14,0,0,0.44875963745627184,1,0,1,0,15,0.5138814710443637,0.320370856293223
Machine Learning Engineer,Bachelor's,Moderate (₹75K-₹2L),Flexible (5+ years),42,3,0.698228651469754,0.21420742206692311,1,15,0,0,0.31702457732881817,2,0,1,0,3,0.8612858544015054,0.4602399074576236
Software Engineer,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),18,2,0.5814259126783681,0.5482916305420922,0,6,0,1,0.44498197563970243,1,0,2,1,2,0.5194443815419463,0.48641871407876625
Machine Learning Engineer,High School,Limited (₹25K-₹75K),Flexible (5+ years),25,4,0.6796806481247571,0.3650203846547674,1,33,0,0,0.5906747211481547,0,1,1,0,0,0.44477840101959343,0.4821443713167385
Software Engineer,Bachelor's,Flexible (>₹2L),Flexible (5+ years),29,0,0.22941161448459396,0.4975715383723535,1,25,0,1,0.6004327544797748,2,0,1,0,0,0.3867286881359554,0.5285828503355808
Data Scientist,Bachelor's,Very Limited (<₹25K),Flexible (5+ years),35,2,0.6704724226514176,0.504830051229023,0,31,0,0,0.6037355888490549,2,0,0,0,7,0.5292731662147446,0.4756792044162547
Graphic Designer,High School,Very Limited (<₹25K),Urgent (1-2 years),32,5,0.3040659477164846,0.39942920947810356,2,9,1,1,0.7428130291288908,1,0,1,0,0,0.4716665030950394,0.5659202446633199
Software Engineer,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),37,0,0.6259929066906401,0.5961998836476066,1,33,0,0,0.2751586998313948,1,1,1,0,0,0.8639561802501103,0.5678184379062048
Investment Banker,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),37,0,0.4938996595473515,0.5076770012924051,0,29,0,0,0.32984597550634287,1,0,1,0,0,0.8611804648178152,0.4852482065689047
Machine Learning Engineer,Bachelor's,Very Limited (<₹25K),Urgent (1-2 years),41,2,0.7624329307839567,0.5269054542838656,0,40,0,0,0.5765634828223795,2,0,2,1,0,0.5385073545928988,0.5796195978878971
Lawyer,High School,Limited (₹25K-₹75K),Immediate (<1 year),37,2,0.4984364143936796,0.6031122008726156,1,35,0,0,0.22933117855826737,0,1,0,1,0,0.8700011967654988,0.5284376139199898
Civil Engineer,Master's,Moderate (₹75K-₹2L),Medium (2-5 years),29,11,0.5535072146004594,0.24751285902164594,0,34,0,0,0.3265696035649415,1,0,1,0,1,0.31334498737940236,0.4430004742973952
Software Engineer,Bachelor's,Limited (₹25K-₹75K),Urgent (1-2 years),23,7,0.5925914139640218,0.5799490623621689,1,22,1,1,0.6919239427913758,1,0,1,2,0,0.6754834222530015,0.6871886161202111
Civil Engineer,Diploma,Moderate (₹75K-₹2L),Immediate (<1 year),38,0,0.5967302763005508,0.34934747152331336,2,33,0,0,0.3591193445816439,1,1,1,0,0,0.8654582438890088,0.5458151209539754
Data Scientist,High School,Very Limited (<₹25K),Flexible (5+ years),34,13,0.5539664522584,0.33706739238885,2,31,0,0,0.4759014131745244,1,0,1,2,0,0.766640700652349,0.5171403636838988
Machine Learning Engineer,High School,Flexible (>₹2L),Flexible (5+ years),19,8,0.6022643760042673,0.43845663888226055,1,13,0,1,0.590130192753102,2,0,1,0,7,0.6323121287541633,0.5154138011665789
Machine Learning Engineer,Master's,Limited (₹25K-₹75K),Medium (2-5 years),28,9,0.7530575215763204,0.7568073476960441,1,27,0,0,0.46873831715231323,2,0,1,1,0,0.8078147627844572,0.6073364287512781
Civil Engineer,Master's,Flexible (>₹2L),Flexible (5+ years),20,1,0.6919982397852226,0.6519930112623964,1,22,1,0,0.6088035581200505,2,1,2,0,0,0.6863387743949048,0.6475753604601467
Software Engineer,Master's,Flexible (>₹2L),Immediate (<1 year),19,0,0.701756489494713,0.6870301163685155,1,12,0,0,0.12519147507692024,1,0,1,0,1,0.6188797408873628,0.5064235619780754
Machine Learning Engineer,High School,Moderate (₹75K-₹2L),Medium (2-5 years),25,4,0.6733776174506232,0.5815306667883142,2,9,0,0,0.2987544096151472,2,1,1,1,2,0.3834001604495594,0.496554077716759
Graphic Designer,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),38,3,0.36558222544837304,0.48067207686575697,0,10,1,0,0.25433095643673564,0,1,0,0,2,0.4321050518455197,0.428272628056644
Civil Engineer,Bachelor's,Very Limited (<₹25K),Urgent (1-2 years),20,5,0.5770300574130512,0.4961601424376268,0,36,0,0,0.0,2,0,1,0,0,0.3171715593093731,0.5406886108137229
Investment Banker,Master's,Moderate (₹75K-₹2L),Medium (2-5 years),29,0,0.6720930844759518,0.626382907699109,1,28,1,0,0.3942610214345293,0,0,1,1,0,0.6290433510154112,0.6201151695291008
Teacher,Bachelor's,Limited (₹25K-₹75K),Urgent (1-2 years),23,1,0.5690731446325982,0.4739543119171766,0,26,0,0,0.3137974650888715,1,0,2,0,0,0.7536683387080096,0.4794013193950531
Civil Engineer,High School,Very Limited (<₹25K),Flexible (5+ years),32,6,0.7799555081731555,0.5688410250779604,1,9,0,0,0.5497158207436997,2,0,1,2,10,0.7476505559131226,0.44329732548812967
Machine Learning Engineer,Master's,Very Limited (<₹25K),Immediate (<1 year),35,6,0.44171334275974505,0.85278088557578,1,36,0,1,0.481056017238887,2,0,1,0,0,0.8913895379897876,0.6967764774258611
Software Engineer,Master's,Limited (₹25K-₹75K),Medium (2-5 years),45,13,0.6791565638085286,0.5279852306396826,2,11,0,1,0.5696631107913717,0,0,1,0,1,0.4314951385610267,0.5427040320794742
Data Scientist,High School,Very Limited (<₹25K),Flexible (5+ years),41,2,0.43663092416781973,0.6526269981048142,2,32,1,0,0.3805471735656925,1,0,1,0,0,0.7375720313528991,0.6480714774386465
Machine Learning Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),24,4,0.7967503441472172,0.6578972595144033,1,26,0,0,0.22587209023960592,1,0,1,3,0,0.33362349335207286,0.5609222279122273
Product Manager,Diploma,Moderate (₹75K-₹2L),Medium (2-5 years),28,0,0.5515903899396506,0.5128870323080568,1,16,0,0,0.13768251076665367,2,0,2,1,5,0.578526399223863,0.4609599939236658
Product Manager,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),41,4,0.5746614271234073,0.6355834738239283,1,27,1,0,0.2200003010502774,1,0,2,0,0,0.9042275824065384,0.6457311705660838
Teacher,High School,Flexible (>₹2L),Immediate (<1 year),45,5,0.7237028407501203,0.76863880385485,0,5,1,0,0.6133555486090405,1,1,1,1,3,0.38282127027814866,0.5222596748117069
Software Engineer,High School,Limited (₹25K-₹75K),Flexible (5+ years),25,0,0.4041004524291692,0.8541183978117686,1,35,1,0,0.3839142801161305,2,0,1,1,0,0.4762300578315093,0.669803639043368
Software Engineer,Bachelor's,Limited (₹25K-₹75K),Urgent (1-2 years),41,7,0.5422671487920858,0.6296346261098908,0,23,0,0,0.46697625440502183,1,0,1,0,3,0.39154611459386257,0.4403771166843429
Lawyer,High School,Very Limited (<₹25K),Medium (2-5 years),30,1,0.5965184527102685,0.6815855220280481,1,9,0,0,0.2956997997837329,1,0,1,1,0,0.4455034847705658,0.4627817030956025
Teacher,High School,Very Limited (<₹25K),Flexible (5+ years),24,2,0.6427130340712794,0.6655772239314386,0,39,1,0,0.0,2,0,0,3,3,0.7166650115771467,0.6904624409828292
Machine Learning Engineer,High School,Flexible (>₹2L),Flexible (5+ years),26,0,0.70836399573254,0.5541763278740901,1,38,0,0,0.7288183337351952,2,1,2,0,0,0.8646134801932053,0.599089005650522
Software Engineer,High School,Very Limited (<₹25K),Medium (2-5 years),40,0,0.6333753294911425,0.5531036222693342,0,38,0,0,0.1861575106968682,1,0,1,1,0,0.6758583358818642,0.5516256504978785
Machine Learning Engineer,Master's,Very Limited (<₹25K),Flexible (5+ years),25,6,0.46987287322475324,0.5753178487041407,2,38,0,1,0.7415329661015786,0,0,2,2,0,0.4440668136682734,0.6078989443289066
Product Manager,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),36,2,0.5318799954468704,0.5114585761036693,2,39,0,0,0.1543412395844886,0,0,1,1,2,0.6479131198514678,0.5406900461849401
Software Engineer,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),31,2,0.5946277116605674,0.37770390317119273,2,25,0,0,0.48705877885429977,1,0,2,2,1,0.5953938327923298,0.4930812138380273
Machine Learning Engineer,Bachelor's,Moderate (₹75K-₹2L),Urgent (1-2 years),20,0,0.7495649739221555,0.6353500396056679,1,7,1,0,0.4922807139970458,1,0,0,1,0,0.6567435100185706,0.5796886405263576
Data Scientist,Master's,Limited (₹25K-₹75K),Immediate (<1 year),33,8,0.6200522661415063,0.2465218665068994,1,31,1,0,0.3314482248685446,1,0,0,1,2,0.6290400454641417,0.5787849909007828
Lawyer,Bachelor's,Moderate (₹75K-₹2L),Urgent (1-2 years),19,5,0.7363894511282606,0.6162173571606426,0,38,1,1,0.4727389676152563,1,0,1,3,0,0.6739748561598168,0.7672722882269764
Graphic Designer,Master's,Moderate (₹75K-₹2L),Medium (2-5 years),43,0,0.4345622600267376,0.6195389578194549,0,34,0,1,0.33470718117409937,2,0,2,0,0,0.6187602766672706,0.6215459504529244
Graphic Designer,Bachelor's,Limited (₹25K-₹75K),Urgent (1-2 years),36,2,0.6062587021900866,0.4132966291984003,1,35,0,0,0.518004537629763,1,0,1,0,0,0.5385201911919181,0.5155220174958852
Machine Learning Engineer,Bachelor's,Flexible (>₹2L),Flexible (5+ years),21,5,0.4760476335998768,0.8025122224505103,2,8,0,1,0.27990428294248965,2,0,0,0,2,0.7678409010876062,0.6066498576614744
Data Scientist,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),28,2,0.6814908151316529,0.5446238212758141,1,24,0,0,0.48179113023595266,1,0,2,1,0,0.5702672609435133,0.5124155427530808
Machine Learning Engineer,Bachelor's,Very Limited (<₹25K),Immediate (<1 year),29,4,0.5717643941648968,0.4992403952179127,1,26,0,0,0.0884288605005677,2,0,1,0,0,0.7595282580777178,0.5452939079945238
Investment Banker,PhD,Very Limited (<₹25K),Medium (2-5 years),45,3,0.6906539199806063,0.2864444366251457,0,20,0,1,0.46026498727393694,0,0,1,1,0,0.49667689856835384,0.5079180450546139
Product Manager,Master's,Moderate (₹75K-₹2L),Flexible (5+ years),33,4,0.3638836879389046,0.7013830679486915,0,33,0,1,0.23307623371520703,2,0,2,2,5,0.8464981191935692,0.5990719587206694
Machine Learning Engineer,Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),31,1,0.45874393356318044,0.7041620160344295,1,26,0,1,0.43042625505766463,1,1,2,0,1,0.46407701273222246,0.5898889603348618
Software Engineer,Bachelor's,Flexible (>₹2L),Immediate (<1 year),40,2,0.4269767244908725,0.4100314485420971,0,32,0,1,0.6006759350735686,2,0,1,2,2,0.520289444635376,0.5495474043242461
Graphic Designer,Bachelor's,Flexible (>₹2L),Medium (2-5 years),34,0,0.6990244349293739,0.5256016557222358,1,10,0,1,0.5474039727340778,1,0,2,0,4,0.8001413000907658,0.5421153350453779
Software Engineer,Master's,Very Limited (<₹25K),Flexible (5+ years),41,0,0.5118811799294563,0.40937541994797644,2,19,0,1,0.522712596167278,0,0,1,0,0,0.5203134897472672,0.5349125936570872
Product Manager,Master's,Limited (₹25K-₹75K),Flexible (5+ years),32,9,0.6259287938898898,0.4947088074256656,0,21,0,0,0.33148813381746367,2,0,2,0,2,0.5070496123521873,0.47358682048523065
Doctor (MBBS),Bachelor's,Moderate (₹75K-₹2L),Immediate (<1 year),25,0,0.65386594896846,0.5209789255249169,0,23,0,1,0.37427692156236525,0,0,2,0,0,0.6206503801106193,0.5574887015498422
Civil Engineer,Diploma,Limited (₹25K-₹75K),Medium (2-5 years),25,0,0.45942864143309153,0.4605366442299116,0,35,1,1,0.28263531398669955,2,0,1,3,0,0.7607307996106296,0.7161209992023015
Graphic Designer,Master's,Very Limited (<₹25K),Medium (2-5 years),42,1,0.5186582122654376,0.6063441230655247,0,35,0,0,0.45128623614497304,1,0,1,0,0,0.508502589550869,0.503794078583211
Software Engineer,Diploma,Moderate (₹75K-₹2L),Medium (2-5 years),35,0,0.4092329659997743,0.3483837148178802,1,11,1,1,0.4281876363588003,2,0,2,0,0,0.3908761226271917,0.5984885747360565
Software Engineer,Bachelor's,Moderate (₹75K-₹2L),Flexible (5+ years),22,1,0.5618582704091619,0.39476355557370635,1,37,0,0,0.45861354556391076,2,0,1,2,0,0.6659080034758198,0.5457009103134838
Graphic Designer,Master's,Moderate (₹75K-₹2L),Flexible (5+ years),21,0,0.6698058273928711,0.5615818745861842,1,10,0,0,0.2973062637118313,1,0,2,0,0,0.7651603949440784,0.4790911532281143
Data Scientist,PhD,Limited (₹25K-₹75K),Flexible (5+ years),27,4,0.6184245743084653,0.581639300619635,1,24,1,0,0.20232014777052418,1,1,2,0,0,0.7211246203403192,0.626871033583128
Teacher,Master's,Limited (₹25K-₹75K),Medium (2-5 years),26,10,0.6158769744175576,0.579194566948388,0,40,0,0,0.3221062880365956,1,0,1,2,0,0.6920640545083256,0.5535524682493562
Software Engineer,High School,Very Limited (<₹25K),Immediate (<1 year),30,9,0.7137186473370126,0.40451489202924096,0,40,0,0,0.5121776658541182,0,0,1,0,0,0.555605515287062,0.5055923557434359
Doctor (MBBS),Bachelor's,Moderate (₹75K-₹2L),Immediate (<1 year),18,7,0.568742216341355,0.6026652033665474,1,23,0,0,0.5218615332548646,2,0,2,2,0,0.3048048901285715,0.5045453916169383
Software Engineer,Master's,Moderate (₹75K-₹2L),Medium (2-5 years),18,2,0.7178189461151385,0.5477661512503169,0,12,0,0,0.2843419214683351,2,1,0,1,0,0.6190569779944051,0.4874644647368787
Teacher,PhD,Very Limited (<₹25K),Flexible (5+ years),29,8,0.44441540774010324,0.3797158552458983,1,8,0,1,0.3369600754599809,0,0,2,0,8,0.8033752555333089,0.42082788550523853
Software Engineer,Master's,Very Limited (<₹25K),Medium (2-5 years),26,2,0.6549682527488648,0.37860851447680455,0,31,0,1,0.47401483871764616,2,0,1,1,2,0.3363206601533901,0.5838168854597476
Data Scientist,High School,Limited (₹25K-₹75K),Immediate (<1 year),22,8,0.7665653260773725,0.634039872184468,1,27,0,1,0.3518921474357513,1,0,1,1,0,0.3752080730550548,0.6508348423241099
Machine Learning Engineer,Diploma,Limited (₹25K-₹75K),Medium (2-5 years),42,0,0.6623804024593182,0.5986712119403983,1,34,1,0,0.5750234753904593,2,0,2,3,0,0.5814999561433338,0.6751005863205672
Product Manager,Bachelor's,Moderate (₹75K-₹2L),Flexible (5+ years),40,1,0.6922982200272699,0.5689698194406693,1,7,0,0,0.4019134700321487,1,0,1,0,1,0.5445844042256119,0.4505219969645609
Software Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),20,0,0.7045475107881152,0.4532899934246062,2,22,0,0,0.49445814658284665,1,1,0,0,0,0.7531277919456003,0.5293364834394517
Entrepreneur,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),36,5,0.7042718329878703,0.4354022167975875,1,18,0,0,0.2877494913725892,2,1,1,0,0,0.3404861464288001,0.5013015318700228
Machine Learning Engineer,Diploma,Limited (₹25K-₹75K),Urgent (1-2 years),29,0,0.5740277723218937,0.42326599377157365,0,26,0,0,0.24033599513818765,2,0,2,0,3,0.81274650464216,0.48441597900531347
Lawyer,PhD,Limited (₹25K-₹75K),Medium (2-5 years),18,3,0.8605233936411325,0.45334382533133877,1,17,0,0,0.5734424728851675,1,1,0,2,2,0.302521361376906,0.476976863619181
Machine Learning Engineer,Master's,Limited (₹25K-₹75K),Urgent (1-2 years),40,2,0.46760906282522086,0.39366259155886796,0,18,1,0,0.8146163234871148,0,0,1,2,2,0.45421397843183486,0.43871775071277697
Software Engineer,Bachelor's,Moderate (₹75K-₹2L),Medium (2-5 years),41,6,0.4644327077860779,0.5189470955309526,1,16,0,1,0.24910043789627562,1,0,1,1,0,0.3541241542708772,0.5359797917055885
Software Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),44,0,0.5381455857788628,0.7045542229407032,0,26,1,1,0.6417760399767828,1,1,2,0,7,0.7079084805055745,0.642452205956651
Civil Engineer,Diploma,Flexible (>₹2L),Medium (2-5 years),37,6,0.5339196424109507,0.5580219247769281,2,29,0,0,0.500442181281118,1,0,2,0,0,0.7178932444580393,0.5351097703575755
Doctor (MBBS),High School,Very Limited (<₹25K),Flexible (5+ years),29,6,0.6842985625901663,0.2745940475225542,2,13,1,0,0.06985460770910412,1,0,0,1,0,0.9332755828650747,0.594969868404215
Product Manager,High School,Moderate (₹75K-₹2L),Urgent (1-2 years),20,3,0.6977532118979841,0.7043229977159031,0,6,1,1,0.18789308977694708,2,0,2,0,0,0.4001523699480133,0.6783120560455357
Data Scientist,Bachelor's,Very Limited (<₹25K),Immediate (<1 year),37,1,0.6199837495740632,0.7099484172053265,1,7,0,0,0.4718305954354418,2,0,2,1,0,0.6438622389671513,0.49034059467219715
Lawyer,Master's,Moderate (₹75K-₹2L),Urgent (1-2 years),20,3,0.47625811253166045,0.8509712657118682,1,13,0,0,0.5735824202987017,1,0,1,3,0,0.5120535859800137,0.46857087064717795
Civil Engineer,Master's,Moderate (₹75K-₹2L),Medium (2-5 years),43,11,0.3879374514144911,0.17854424631559068,2,21,0,1,0.6134816048425139,2,0,1,2,2,0.5771393003538765,0.5179686786724715
Software Engineer,Bachelor's,Flexible (>₹2L),Medium (2-5 years),25,2,0.7755749097675798,0.4249695511722555,0,30,0,0,0.433232185681856,2,0,1,1,1,0.9086229924172389,0.5484632882994567
Civil Engineer,Master's,Moderate (₹75K-₹2L),Medium (2-5 years),38,0,0.7521550259104455,0.4602609404215835,0,16,0,1,0.22251286074406199,0,0,0,2,0,0.4222873974579274,0.5394588730810199
Software Engineer,High School,Flexible (>₹2L),Medium (2-5 years),29,5,0.5111006841010469,0.4155780864538817,0,6,0,0,0.6936579790396978,2,0,1,2,0,0.4196131342844201,0.37335460755052774
Product Manager,Master's,Moderate (₹75K-₹2L),Medium (2-5 years),29,9,0.6937770535372425,0.49025819420004796,2,13,0,0,0.37950919406324857,2,0,2,0,3,0.4812336495750684,0.4961303626130467
Software Engineer,High School,Very Limited (<₹25K),Flexible (5+ years),41,0,0.6121013853533662,0.44344224268589716,1,34,0,1,0.4816979392096964,1,0,1,1,0,0.6874116915024134,0.6267223010881937
Machine Learning Engineer,Diploma,Very Limited (<₹25K),Urgent (1-2 years),28,0,0.7463930131930339,0.3633331279038423,0,38,0,0,0.3544195315726448,1,1,1,0,0,0.861567419333573,0.5466359662122295
Graphic Designer,Diploma,Very Limited (<₹25K),Flexible (5+ years),41,0,0.6654047030208187,0.4320454320470051,1,23,0,1,0.6411038857205051,2,1,1,1,0,0.7001761114480436,0.6120913666975915
Data Scientist,High School,Moderate (₹75K-₹2L),Medium (2-5 years),27,2,0.6141357336923119,0.7849914304910524,0,13,1,0,0.49865690483011266,0,0,2,0,0,0.41944557457396414,0.5353652947993128
Doctor (MBBS),Bachelor's,Limited (₹25K-₹75K),Urgent (1-2 years),24,0,0.7059806470294886,0.3627530949677602,0,23,0,0,0.38556287047079785,2,1,1,0,0,0.8370519061742334,0.5044335454362335
Software Engineer,Bachelor's,Moderate (₹75K-₹2L),Urgent (1-2 years),44,1,0.610163306000639,0.4134323260917749,0,32,0,0,0.5160990851674713,1,0,0,0,0,0.5671455136275523,0.48159983153689817
Software Engineer,Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),24,0,0.3993972350059801,0.7478897204185873,1,31,0,0,0.8464499161319259,1,0,2,0,0,0.9089935502778435,0.51144008677128
Machine Learning Engineer,Master's,Very Limited (<₹25K),Medium (2-5 years),24,0,0.8375735259791621,0.5457500007437056,1,36,0,0,0.9202460057730486,2,0,2,0,0,0.6413053621151505,0.5954301731244934
Machine Learning Engineer,Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),28,0,0.7467181384175722,0.6877281725491573,0,27,0,0,0.37760264907251845,1,1,2,1,0,0.8762016844693772,0.553682805335731
Doctor (MBBS),Bachelor's,Very Limited (<₹25K),Urgent (1-2 years),42,3,0.50043262171184,0.39391655592023644,2,26,1,1,0.2431090315590266,0,0,1,0,1,0.6366849531833174,0.6696861371449514
Doctor (MBBS),Bachelor's,Moderate (₹75K-₹2L),Medium (2-5 years),34,0,0.6017376330383665,0.5852108226982112,0,14,0,0,1.0,2,0,1,0,4,0.4634666036112111,0.4071358135262989
Investment Banker,Master's,Limited (₹25K-₹75K),Flexible (5+ years),33,0,0.680134272893886,0.5909724721242051,2,25,1,0,0.4702048106630131,1,1,1,0,0,0.9004940768266803,0.6649371887055915
Machine Learning Engineer,PhD,Flexible (>₹2L),Flexible (5+ years),18,9,0.5551860763955342,0.40033086018262853,1,30,0,0,0.4274006942454124,2,0,1,0,2,0.485192514876425,0.4981431020047184
Product Manager,Bachelor's,Flexible (>₹2L),Medium (2-5 years),32,5,0.8371250998554682,0.6977299747343254,2,37,0,0,0.3658372337050386,1,0,2,1,0,0.35681386059406983,0.635383347525694
Data Scientist,Master's,Limited (₹25K-₹75K),Flexible (5+ years),30,4,0.6751516472416861,0.6330910622471124,0,16,0,0,0.691095171827645,2,0,1,0,0,0.8413235203109197,0.49750540620956785
Machine Learning Engineer,Master's,Moderate (₹75K-₹2L),Immediate (<1 year),33,1,0.6291245187638141,0.8248192779371001,1,27,1,0,0.15824664346212242,0,0,1,0,2,0.7901472262547338,0.6440594912496251
Machine Learning Engineer,Bachelor's,Limited (₹25K-₹75K),Immediate (<1 year),20,2,0.5404629986923274,0.6305823018439364,0,17,1,0,0.667292772018437,0,0,1,0,8,0.5564871124416938,0.4575563287028855
Doctor (MBBS),Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),38,5,0.5744295332875763,0.854991965853567,1,23,0,0,0.44712924669486165,1,0,2,0,0,0.7670350144360125,0.5453799899226078
Investment Banker,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),20,5,0.5031322740709012,0.5091160927053465,1,38,1,0,0.5617097704208485,1,1,2,0,0,0.5627378990613887,0.6195452751520093
Product Manager,Bachelor's,Moderate (₹75K-₹2L),Flexible (5+ years),28,0,0.5102713275594205,0.531088993419075,1,30,0,1,0.5705273549737443,2,0,2,1,1,0.5832814298171682,0.61318865160025
Product Manager,Master's,Moderate (₹75K-₹2L),Medium (2-5 years),24,0,0.5724538637407731,0.4303114113092319,2,21,0,0,0.5564960764431977,2,0,0,0,0,0.6754100599336872,0.513733183619064
Machine Learning Engineer,Bachelor's,Moderate (₹75K-₹2L),Medium (2-5 years),38,0,0.5561697974718038,0.8270456855493302,1,14,0,0,0.49443794681859055,0,0,0,3,0,0.4586545808027372,0.46100164402596766
Machine Learning Engineer,Diploma,Limited (₹25K-₹75K),Flexible (5+ years),39,2,0.9318308569292264,0.8149977861902069,0,25,1,1,0.6945562796696858,1,0,1,0,2,0.6154563086961552,0.7600775074323665
Software Engineer,Bachelor's,Moderate (₹75K-₹2L),Flexible (5+ years),33,4,0.3974921691819721,0.40328883674028493,1,16,0,0,0.21654931752162873,1,0,1,0,5,0.9118036765877069,0.4014211439674078
Product Manager,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),24,2,0.5672692976647575,0.5221719399105229,0,39,0,0,0.4364167501359899,1,0,0,0,5,0.4599766606103046,0.4808743127099124
Product Manager,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),19,0,0.568405559506251,0.682066828228134,0,19,0,0,0.4246551804173351,1,0,2,0,5,0.8328456096280819,0.44931732426267434
Product Manager,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),25,0,0.5582903416190108,0.518970122831954,1,5,0,0,0.44712625696283764,2,0,1,0,4,0.35159588240798395,0.4018104013541859
Entrepreneur,Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),30,3,0.4164985008617222,0.5792536776680011,0,28,0,0,0.08453666728426429,1,0,2,1,2,0.6402395168162437,0.4646395609658102
Data Scientist,Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),25,0,0.6615982633958994,0.4175537729917589,0,38,0,1,0.4036413319310551,2,0,1,1,0,0.5156297516345795,0.6430521396131199
Civil Engineer,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),44,4,0.5695137587121334,0.40688512611923616,1,40,1,1,0.49008690080684975,2,0,1,1,1,0.32003885821763095,0.7347664518641845
Software Engineer,Bachelor's,Moderate (₹75K-₹2L),Immediate (<1 year),21,6,0.5253476470788765,0.6266999433524367,1,40,1,0,0.35217653936248217,2,0,2,1,0,0.331517413771633,0.6730415646390984
